Ground Truth,Modified RAG Answer,Traditional RAG Answer,BLEU (Mod),SacreBLEU (Mod),METEOR (Mod),ROUGE-1 (Mod),ROUGE-2 (Mod),ROUGE-L (Mod),BERTScore (Mod),Exact Match (Mod),BLEU (Trad),SacreBLEU (Trad),METEOR (Trad),ROUGE-1 (Trad),ROUGE-2 (Trad),ROUGE-L (Trad),BERTScore (Trad),Exact Match (Trad)
جنوبی سیچوان,30 اگست 2008 کا زلزلہ سیچوان میں ہوا تھا۔,30 اگست 2008 کا زلزلہ جنوبی سیچوان میں ہوا تھا۔,0.02573285025273419,4.767707020457095,0.1851851851851852,0.0,0.0,0.0,0.715290904045105,0,0.056950849982219685,8.392229812593097,0.6696428571428572,0.0,0.0,0.0,0.7473767399787903,0
گاؤ چیانگ,نائب وزیر صحت گاؤ کیانگ تھا۔,نائب وزیر صحت گاؤ چیانگ تھے۔,0.03759340464156993,8.116697886877475,0.20833333333333334,0.0,0.0,0.0,0.6739392876625061,0,0.09717716588732002,16.233395773754953,0.78125,0.0,0.0,0.0,0.7545225620269775,0
ولونگ نیشنل نیچر ریزرو,زلزلے کا مرکز وینچوان کاؤنٹی، سیچوان میں تھا۔,ینگزیو-بیچوان فریکچر کٹ آف تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6391903758049011,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7102431058883667,0
کم از کم 5 ملین,زلزلے نے کم از کم 5 ملین لوگوں کو رہائش کے بغیر چھوڑ دیا۔,کم از کم 5 ملین لوگ بے گھر ہو گئے، حالانکہ یہ تعداد 11 ملین تک ہو سکتی ہے۔,0.26584835766658776,26.58483576665878,0.8440677966101694,1.0,0.0,1.0,0.663205087184906,0,0.18951629567590741,18.951629567590746,0.7562500000000001,0.6666666666666666,0.0,0.6666666666666666,0.694406270980835,0
سانگزاؤ,سیاق و سباق میں سانگزاؤ مڈل اسکول کی جگہ کا ذکر نہیں ہے۔,سانگزاؤ مڈل اسکول سانگزاؤ میں ہے۔,0.018724372764461875,3.0890553181566975,0.22727272727272732,0.0,0.0,0.0,0.72127366065979,0,0.03759340464156993,8.116697886877475,0.33333333333333337,0.0,0.0,0.0,0.7531121373176575,0
سیفٹی چیک,زلزلے کے بعد چین بھر کے اسکولوں میں حفاظتی جانچ پڑتال کی جائے گی۔,زلزلے کے بعد چین بھر کے اسکولوں میں حفاظتی جانچ پڑتال کی جانی تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6355924010276794,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6525209546089172,0
ریجنالڈ ڈیس روچس,سوال کے سیاق و سباق میں جارجیا ٹیک میں سول اور ماحولیاتی انجینئرنگ کے پروفیسر کا ذکر نہیں ہے۔,جارجیا ٹیک میں سول اور ماحولیاتی انجینئرنگ کے پروفیسر ریجنالڈ ڈیس روچس تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6414459347724915,0,0.09731464224859211,11.498759556447217,0.7361111111111112,0.0,0.0,0.0,0.7359170317649841,0
رائٹرز,چینی پراسیکیوٹرز نے گرے ہوئے اسکولوں کی تحقیقات میں شمولیت اختیار کی۔,رائٹرز نے اطلاع دی کہ چینی پراسیکیوٹرز اسکول کی عمارت کے گرنے کی تحقیقات میں ملوث تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6903106570243835,0,0.014936192853457254,2.2869567780619007,0.19230769230769232,0.0,0.0,0.0,0.7316568493843079,0
ایک ملین,1 ملین خنزیر مر گئے۔,سیچوان میں زلزلے سے ایک ملین خنزیر مر گئے۔,0.0456496931223525,10.682175159905848,0.21739130434782608,0.0,0.0,0.0,0.6906200647354126,0,0.06321087140417253,9.535414040914192,0.6944444444444445,0.0,0.0,0.0,0.6681287884712219,0
سیچوان اسکول ٹیچر,لیو شاکون کا پیشہ فوٹوگرافر تھا۔,لیو Shaokun ایک سکول ٹیچر تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6655243635177612,0,0.03759340464156993,8.116697886877475,0.15151515151515152,0.0,0.0,0.0,0.7143843173980713,0
ایک سال کی دوبارہ تعلیم,لیو کو مزدوری کے ذریعے ایک سال کی دوبارہ تعلیم کی سزا دی گئی تھی۔,اﯾﮏ ﻣﺿﻣون ﻟﮑﮭﻧﮯ ﮐﯽ وﺟہ ﺳﮯ ﺟﯾل ﮐﯽ ﺳزا ﺳﻧﺎﺋﯽ ﮔﺋﯽ ﺗﮭﯽ۔,0.2460137257692754,24.601372576927535,0.7433333333333334,0.0,0.0,0.0,0.7867445349693298,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5452988743782043,0
ٹزو چی فاؤنڈیشن,تزو چی فاؤنڈیشن بیجنگ کی مدد کرنا چاہتا تھا۔,تزو چی فاؤنڈیشن بیجنگ کی مدد کرنا چاہتا تھا۔,0.06321087140417253,9.535414040914192,0.5208333333333335,0.0,0.0,0.0,0.8151479959487915,0,0.06321087140417253,9.535414040914192,0.5208333333333335,0.0,0.0,0.0,0.8151479959487915,0
7.9,2008 سیچوان زلزلے کی شدت 8.0 ایم ایس اور 7.9 میگاواٹ تھی۔,سیچوان زلزلے کی شدت 8.0 ایم ایس اور 7.9 میگاواٹ تھی۔,0.020044994979069072,3.3864985683445354,0.2380952380952381,0.5714285714285715,0.4,0.5714285714285715,0.6129611730575562,0,0.021598265052211615,3.7477767366779213,0.25000000000000006,0.6666666666666666,0.5,0.6666666666666666,0.6198147535324097,0
نقد عطیہ,چین کی ریڈ کراس سوسائٹی نے نقد عطیہ کرنے کی سفارش کی۔,ریڈ کراس نے دیگر اشیاء کے بجائے نقد عطیہ کرنے کی سفارش کی۔,0.04774753205784679,6.772997136689072,0.6250000000000001,0.0,0.0,0.0,0.729479968547821,0,0.044249674106354955,6.178110636313396,0.6048387096774195,0.0,0.0,0.0,0.7376638650894165,0
کہ چین نے متاثرہ خاندانوں کی ضروریات کا جواب دینے کے لئے بین الاقوامی برادری کی حمایت کی باضابطہ درخواست کی ہے۔,چین نے متاثرہ خاندانوں کی ضروریات کا جواب دینے کے لیے بین الاقوامی برادری کی حمایت کی باضابطہ درخواست کی ہے۔,یونیسیف نے اطلاع دی کہ چین نے متاثرہ خاندانوں کی ضروریات کا جواب دینے کے لئے بین الاقوامی برادری کی حمایت کی باضابطہ درخواست کی ہے۔,0.8253498772794055,82.5349877279405,0.9127853881278538,0.0,0.0,0.0,0.9626511335372925,0,0.8363600587440573,83.6360058744058,0.982096738488784,0.0,0.0,0.0,0.9479396939277649,0
کوئی اتفاق رائے,سائنسی برادری کے اندر اس بات پر کوئی اتفاق رائے نہیں تھا کہ زلزلے کی پیش گوئی ممکن ہے۔,سائنسی برادری کے اندر زلزلے کی پیش گوئی کے ممکن ہونے پر کوئی اتفاق رائے نہیں ہے۔,0.06601455493829528,7.535838128770539,0.640096618357488,0.0,0.0,0.0,0.6284226775169373,0,0.07386021755912725,8.513012360883549,0.6691919191919193,0.0,0.0,0.0,0.6546185612678528,0
تائیوان,تزو چی فاؤنڈیشن عوامی جمہوریہ چین کے باہر مقیم تھی۔,مکاؤ میں مقیم تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6089172959327698,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6337140202522278,0
150 سے زیادہ,امدادی کارروائی میں استعمال ہونے والے طیاروں کی کل تعداد 150 سے زیادہ ہے۔,امدادی کارروائی میں استعمال ہونے والے طیاروں کی کل تعداد 20 ہیلی کاپٹر تھی۔,0.09010288336595924,10.571070857151538,0.7181571815718159,1.0,0.0,1.0,0.6924358010292053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6256226897239685,0
بین الاقوامی مدد,چین نے کہا کہ وہ زلزلے سے نمٹنے کے لیے بین الاقوامی مدد کو شکر گزار قبول کرے گا۔,چین نے کہا کہ وہ زلزلے سے نمٹنے کے لئے بین الاقوامی مدد کو شکر گزار قبول کرے گا۔,0.06601455493829528,7.535838128770539,0.640096618357488,0.0,0.0,0.0,0.7172009944915771,0,0.06601455493829528,7.535838128770539,0.640096618357488,0.0,0.0,0.0,0.7146422863006592,0
زمین پھٹنے,زلزلے کے مرکز کے علاقے میں ہیلی کاپٹروں کو اترنے میں دشواری کا سامنا کرنا پڑا۔,مسلسل شدید بارش اور لینڈ سلائیڈنگ نے امدادی کوششوں کو بری طرح متاثر کیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6578122973442078,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6609385013580322,0
246,246 جھٹکے 4.0 ایم ایس سے 4.9 ایم ایس تک تھے۔,246 جھٹکے 4.0 ایم ایس سے 4.9 ایم ایس تک تھے۔,0.021598265052211615,3.7477767366779213,0.25000000000000006,0.33333333333333337,0.0,0.33333333333333337,0.5555098652839661,0,0.021598265052211615,3.7477767366779213,0.25000000000000006,0.33333333333333337,0.0,0.33333333333333337,0.5555098652839661,0
4.8 میٹر,بیچوان فالٹ میں عمودی سلپ 3.5 میٹر (11 فٹ) تھی۔,بیچوان فالٹ میں عمودی اور افقی سلپنگ دونوں 3.5 میٹر (11 فٹ) تھی۔,0.023457495174891017,3.3864985683445354,0.17857142857142858,0.0,0.0,0.0,0.6693335771560669,0,0.018724372764461875,2.627961710408444,0.16129032258064518,0.0,0.0,0.0,0.6631680130958557,0
5 ملین,زلزلے سے تقریباً 4.8 ملین افراد بے گھر ہوگئے، حالانکہ یہ تعداد 11 ملین تک ہو سکتی ہے۔,کم از کم 5 ملین لوگ بے گھر ہو گئے تھے، حالانکہ یہ تعداد 11 ملین تک ہو سکتی ہے۔,0.014238348381961592,2.1476912089159055,0.13888888888888892,0.0,0.0,0.0,0.6058636903762817,0,0.029639798258145823,3.8292061380205022,0.2631578947368421,0.6666666666666666,0.0,0.6666666666666666,0.6303118467330933,0
1 ٹریلین RMB,مرکزی حکومت نے زلزلے سے تباہ شدہ علاقوں کی تعمیر نو کے لئے اگلے تین سالوں میں 1 ٹریلین RMB مختص کرنے کا اعلان کیا۔,تباہ شدہ علاقوں کی تعمیر نو کے لیے اگلے تین سالوں میں 1 ٹریلین امریکی ڈالر خرچ کیے جائیں گے۔,0.05022135506220879,5.606668411195422,0.5662393162393163,1.0,1.0,1.0,0.6727710962295532,0,0.029639798258145823,3.8292061380205022,0.3989361702127659,0.6666666666666666,0.0,0.6666666666666666,0.6292198896408081,0
68،636,"سیچوان صوبے میں 68,636 اموات ہوئیں۔","68,636 اموات کی اطلاع دی گئی۔",0.0,0.0,0.0,0.0,0.0,0.0,0.6404597163200378,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6933057904243469,0
جنوری 2010,مضمون کی اشاعت کی تاریخ سیاق و سباق میں فراہم نہیں کی گئی۔,19 اپریل کو مضمون شائع ہوا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5821787714958191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.657177209854126,0
20 کلومیٹر گہری,زلزلے کی فوکل گہرائی 19 کلومیٹر تھی۔,غلطی 20 کلومیٹر گہری ہے۔,0.03235934848975789,6.567274736060395,0.14705882352941177,0.0,0.0,0.0,0.7182182669639587,0,0.29950981436291046,39.76353643835252,0.920138888888889,1.0,0.0,1.0,0.8420197367668152,0
30 اگست ، 2008,12 مئی 2008 کو زلزلہ آیا۔,12 مئی 2008 کو زلزلہ آیا۔,0.03759340464156993,8.116697886877475,0.15151515151515152,0.5,0.0,0.5,0.6718588471412659,0,0.03759340464156993,8.116697886877475,0.15151515151515152,0.5,0.0,0.5,0.6718588471412659,0
4.8 میٹر,بیچوان فالٹ میں عمودی سلپ 3.5 میٹر (11 فٹ) تھی۔,بیچوان فالٹ میں عمودی اور افقی سلپنگ دونوں 3.5 میٹر (11 فٹ) تھی۔,0.023457495174891017,3.3864985683445354,0.17857142857142858,0.0,0.0,0.0,0.6693335771560669,0,0.018724372764461875,2.627961710408444,0.16129032258064518,0.0,0.0,0.0,0.6631680130958557,0
انٹرنیٹ,سیچوان کے علاقے میں تمام انٹرنیٹ کی صلاحیتیں کاٹ دی گئیں۔,سیچوان علاقے میں تمام انٹرنیٹ کی صلاحیتیں کاٹ دی گئیں۔,0.021598265052211615,3.7477767366779213,0.25000000000000006,0.0,0.0,0.0,0.7135798931121826,0,0.023457495174891017,4.196114906296549,0.2631578947368421,0.0,0.0,0.0,0.7191027402877808,0
68،636,"سیچوان صوبے میں 68,636 افراد کی موت کی تصدیق کی گئی ہے۔","سیچوان صوبے میں کم از کم 68,636 لوگوں کی موت کی تصدیق کی گئی ہے۔",0.0,0.0,0.0,0.0,0.0,0.0,0.6105733513832092,0,0.0,0.0,0.0,0.0,0.0,0.0,0.596620500087738,0
391,391 ڈیم زلزلے سے نقصان پہنچے ہیں۔,391 ڈیم زلزلے سے نقصان پہنچا ہے۔,0.03235934848975789,6.567274736060395,0.31250000000000006,1.0,0.0,1.0,0.555149257183075,0,0.03235934848975789,6.567274736060395,0.31250000000000006,1.0,0.0,1.0,0.56807941198349,0
لیول II ایمرجنسی,زلزلے کے لئے الرٹ کی سطح کا ذکر نہیں کیا گیا۔,زلزلے کی شدت 8.0 ایم ایس اور 7.9 میگاواٹ تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6131256222724915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5693288445472717,0
چار,دو بین الاقوامی تنظیموں نے عطیہ کیا۔,غیر ملکی ممالک اور تنظیموں نے فوری طور پر تعزیت اور امداد کی پیش کش کی، لیکن کتنی بین الاقوامی تنظیموں نے عطیہ کیا، اس کا ذکر نہیں ہے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6528657078742981,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5903386473655701,0
ڈیزائن نہیں کی گئیں,سوامی ناتھن کرشنن کے بیان کا مطلب یہ تھا کہ عمارتیں زلزلے کی مناسب قوتوں کے لیے تعمیر نہیں کی گئی تھیں۔,"سوامی ناتھن کرشنن کا مطلب تھا کہ عمارتیں ناقص تعمیر کی گئی ہیں، جنہیں ""تو فو عمارتیں"" کہا جاتا ہے کیونکہ ان میں تعمیراتی معیار کی کمی تھی، جس کی وجہ سے زلزلے کے دوران بہت سے اسکول کے بچے ہلاک ہوئے۔",0.027161021034885234,3.4544475984335747,0.3232758620689655,0.0,0.0,0.0,0.6754873991012573,0,0.00702083472657119,0.8321783954793125,0.06410256410256411,0.0,0.0,0.0,0.6425962448120117,0
زلزلے سے متاثرہ علاقوں کی کچھ سیٹلائٹ تصاویر,ریاستہائے متحدہ نے زلزلے سے متاثرہ علاقوں کی سیٹلائٹ تصاویر چینی حکام کے ساتھ شیئر کیں۔,امریکہ نے زلزلے سے متاثرہ علاقوں کی کچھ سیٹلائٹ تصاویر چینی حکام کے ساتھ شیئر کیں۔,0.26332019392396333,26.33201939239632,0.7861781076066792,0.0,0.0,0.0,0.8439688682556152,0,0.4428500142691474,44.28500142691474,0.908203125,0.0,0.0,0.0,0.8597000241279602,0
تمام اشتہارات,سینا ڈاٹ کام اور سوہو نے اپنے ہوم پیجز سے تمام اشتہارات کو ہٹا دیا۔,انٹرنیٹ پورٹل نے اپنے ہوم پیجز سے تمام اشتہارات ہٹا دیے۔,0.03868052697542155,5.255923420816887,0.5681818181818182,0.0,0.0,0.0,0.7619609236717224,0,0.05190794196013298,7.495553473355842,0.646551724137931,0.0,0.0,0.0,0.7702150344848633,0
546,زلزلے کے نتیجے میں 546 بچے معذور ہوئے۔,546 بچے معذور ہو گئے۔,0.028599617161713803,5.522397783539471,0.2941176470588236,1.0,0.0,1.0,0.5859088897705078,0,0.0456496931223525,10.682175159905848,0.35714285714285715,1.0,0.0,1.0,0.6562161445617676,0
214،000 ڈالر اور 71،000 ڈالر,"یاو منگ نے 214,000 ڈالر اور 71,000 ڈالر عطیہ کیے۔",یاؤ منگ نے چین کی ریڈ کراس سوسائٹی کو 2 ملین ڈالر عطیہ کیے۔,0.06302647598688789,9.287528999566801,0.46464646464646464,0.0,0.0,0.0,0.8195984363555908,0,0.01758542189440898,2.8398387225677895,0.08474576271186442,0.0,0.0,0.0,0.6529435515403748,0
پیدل یا ہوا کے ذریعے,سیچوان کے بیچوان کاؤنٹی میں ماؤنٹ تانگجیا میں واقع زلزلہ جھیل تک پہنچا جا سکتا ہے۔,زلزلہ جھیل تک صرف پیدل یا ہوا کے ذریعے پہنچا جا سکتا ہے۔,0.01571523700545522,2.445593937240363,0.0819672131147541,0.0,0.0,0.0,0.6422461271286011,0,0.2891784933232572,28.917849332325716,0.8586206896551724,0.0,0.0,0.0,0.8039711713790894,0
گرفتاری کی دھمکی,عہدیداروں نے والدین کو ایک دستاویز پر دستخط کرنے پر مجبور کیا جس میں انہیں احتجاج کرنے سے منع کیا گیا۔,حکومت نے احتجاج کو محدود کرنے کے لیے والدین کو ایک دستاویز پر دستخط کرنے پر مجبور کیا جس میں انہیں پیسے کے بدلے احتجاج کرنے سے منع کیا گیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6444347500801086,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6350618004798889,0
نجات ٹیم,تائیوان کی ریڈ کراس کی ریسکیو ٹیم 16 مئی کو چنگ ڈو کے لیے روانہ ہوئی۔,تائیوان میں ریڈ کراس کی ایک ریسکیو ٹیم 16 مئی کو 15 بجے چنگڈو کے لیے مینڈارن ایئر لائنز کی براہ راست چارٹرڈ پرواز پر تائی پے سے روانہ ہوئی۔,0.01571523700545522,2.445593937240363,0.1470588235294118,0.0,0.0,0.0,0.6868388056755066,0,0.0092991042878441,1.2414943415352928,0.10416666666666669,0.0,0.0,0.0,0.6502766013145447,0
69،197,"69,197 افراد کی موت کی تصدیق ہوئی۔",68،636 افراد کی موت کی تصدیق کی گئی تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6146928668022156,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5982070565223694,0
64 اور 104 کے درمیان,زلزلے کے جھٹکوں کی تعداد کا ذکر نہیں ہے۔,"42,719 زلزلے کے جھٹکے تھے۔",0.02573285025273419,4.767707020457095,0.0925925925925926,0.0,0.0,0.0,0.6388458609580994,0,0.0456496931223525,10.682175159905848,0.10000000000000002,0.0,0.0,0.0,0.6390387415885925,0
شینزین اسٹاک ایکسچینج,شینزن اسٹاک ایکسچینج نے جنوب مغربی چین کے اسٹاک کی تجارت کو معطل کر دیا۔,شینزین اسٹاک ایکسچینج نے بھی جنوب مغربی چین میں مقیم کمپنیوں کی تجارت معطل کر دی۔,0.03868052697542155,5.255923420816887,0.23809523809523808,0.0,0.0,0.0,0.7626312375068665,0,0.0785576563171084,9.103526405546068,0.6847545219638244,0.0,0.0,0.0,0.7576571702957153,0
قدرتی آفات کی سب سے سنگین کلاس,معذرت، دیے گئے سیاق و سباق میں لیول II ہنگامی منصوبے کے بارے میں کوئی معلومات نہیں ہیں۔,"ایک لیول II ہنگامی منصوبہ ڈیم پھٹنے کی توقع میں 200,000 سے زیادہ لوگوں کو نکالنے کا احاطہ کرتا ہے۔",0.0,0.0,0.0,0.0,0.0,0.0,0.6537998914718628,0,0.01550550784373247,2.276859592073037,0.12048192771084336,0.0,0.0,0.0,0.6664162874221802,0
زمین پھٹنے,ریسکیو گروپ پہاڑ سے نیچے زخمی اور پھنسے ہوئے دیہاتیوں کی مدد کے لئے نہیں پہنچ سکا۔,مسلسل شدید بارش اور لینڈ سلائیڈنگ نے امدادی کوششوں کو بری طرح متاثر کیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6828504204750061,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6609385013580322,0
60,20 ہیلی کاپٹر تعینات کیے گئے تھے۔,پی ایل اے ایف سے 17 ہیلی کاپٹر آئے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5829355716705322,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5740818977355957,0
یہ پہلا موقع ہے [کہ] چینی میڈیا نے بین الاقوامی معیارات پر پورا اترا ہے۔,بیجنگ یونیورسٹی کے پروفیسر نے کہا کہ یہ پہلا موقع ہے کہ چینی میڈیا نے بین الاقوامی معیار پر پورا اترا ہے۔,یہ پہلا موقع ہے کہ چینی میڈیا بین الاقوامی معیار پر پورا اترتا ہے۔,0.37946257796638555,38.65584077322269,0.8229374740888705,0.0,0.0,0.0,0.8812699913978577,0,0.2534901676236048,22.45774725976928,0.703588662710078,0.0,0.0,0.0,0.9143203496932983,0
600,جوئیوان ایلیمنٹری اسکول میں کم از کم 600 طلباء اور عملہ ہلاک ہو گئے۔,جوئیوان ایلیمنٹری اسکول میں کم از کم 600 طلباء اور عملہ ہلاک ہو گئے۔,0.01758542189440898,2.8398387225677895,0.2173913043478261,1.0,0.0,1.0,0.6099527478218079,0,0.01758542189440898,2.8398387225677895,0.2173913043478261,1.0,0.0,1.0,0.6099527478218079,0
خفیہ,برما کے رویے کے بارے میں سیاق و سباق میں کوئی معلومات نہیں دی گئی۔,برما نے سائیکلون نرگس کے جواب میں خفیہ رد عمل ظاہر کیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6699758172035217,0,0.020044994979069072,3.3864985683445354,0.2380952380952381,0.0,0.0,0.0,0.700433075428009,0
شمال مشرقی اور جنوب مغربی سروں,زلزلے کی پیش گوئی ابھی تک قائم سائنسی حقیقت نہیں ہے۔,مستقبل میں زلزلے آنے کے امکان کے بارے میں کوئی سائنسی اتفاق رائے نہیں ہے۔ زلزلے کی پیش گوئی ابھی تک قائم سائنس نہیں ہے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6082445979118347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083113551139832,0
لانگ مینشان فالٹ,نہیں، غلطی دو جگہوں پر نہیں پھاڑ دیا گیا۔,جی ہاں، غلطی دو جگہوں پر پھاڑ دیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6001894474029541,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6016876101493835,0
1700,میانیانگ شہر میں کم از کم 1700 افراد ملبے کے نیچے دفن ہوئے تھے۔,میانیانگ شہر میں کم از کم 1300 لوگ ملبے کے نیچے دفن ہوئے تھے۔,0.01758542189440898,2.8398387225677895,0.2173913043478261,1.0,0.0,1.0,0.6087276339530945,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5986098051071167,0
اعلی خطرہ,ٹام پارسنز نے M<7 آفٹر شاک کو مستقبل کے مضبوط زلزلے کے لئے خطرے کے عنصر کے طور پر سمجھا۔,ٹام پارسنز نے اگلے ہفتوں یا مہینوں میں M< 7 آفٹر شاک کا بڑا خطرہ سمجھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6743743419647217,0,0.01571523700545522,2.2869567780619007,0.1470588235294118,0.0,0.0,0.0,0.6839149594306946,0
تائیوان تاؤ یوآن بین الاقوامی ہوائی اڈے,تائی پے ہوائی اڈے سے روانہ ہوئی۔,تائیوان تاؤ یوآن بین الاقوامی ہوائی اڈے سے روانہ ہوئی۔,0.081939171811711,13.134549472120788,0.26785714285714285,0.0,0.0,0.0,0.681728184223175,0,0.6389431042462724,63.894310424627285,0.9575062901873077,0.0,0.0,0.0,0.8413711190223694,0
تائیوان,تزو چی فاؤنڈیشن عوامی جمہوریہ چین کے باہر مقیم تھی۔,مکاؤ میں مقیم تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6089172959327698,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6337140202522278,0
تائی پے فائر ڈیپارٹمنٹ,تائی پے فائر ڈیپارٹمنٹ بدھ تک بچاؤ کی کوشش میں شامل ہونے کے لئے تیار تھا۔,تائی پے فائر ڈیپارٹمنٹ بدھ کے روز سچوان میں امدادی کوششوں میں شامل ہونے کے لئے تیار تھا۔,0.1531024544118244,15.310245441182444,0.763221153846154,0.0,0.0,0.0,0.7754630446434021,0,0.13445273575332964,13.445273575332964,0.7349537037037037,0.0,0.0,0.0,0.7649221420288086,0
6،000 سے زیادہ افراد,"ہانشین زلزلے میں 69,197 افراد ہلاک ہوئے تھے۔",عظیم ہانشین زلزلے سے زیادہ افراد ہلاک ہو گئے۔,0.028599617161713803,5.522397783539471,0.11363636363636363,0.0,0.0,0.0,0.6270202994346619,0,0.1444977144915524,17.747405280050266,0.654320987654321,0.0,0.0,0.0,0.6300570964813232,0
بڑے پیمانے پر ہلاکتیں,ناقص تعمیرات کے نتیجے میں بہت سے اسکول کے بچوں کو ہلاک کیا گیا۔,وہ سوچتا تھا کہ ناقص تعمیر کی وجہ سے زلزلے کے دوران اسکول گر گئے جس نے بہت سے اسکول کے بچوں کو ہلاک کیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6862217783927917,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587710380554199,0
چنگڈو,چنگ ڈو میں اتری۔,تائیوان سے آنے والی ریڈ کراس کی ٹیم چینگڈو میں اتری۔,0.0,0.0,0.0,0.0,0.0,0.0,0.7761312127113342,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6698361039161682,0
15 مئی,کارگو فلائٹ 15 مئی کو روانہ ہوئی۔,15 مئی کو کارگو فلائٹ روانہ ہوئی۔,0.081939171811711,13.134549472120788,0.75,1.0,0.0,1.0,0.7006751894950867,0,0.081939171811711,13.134549472120788,0.75,1.0,0.0,1.0,0.7096850275993347,0
16 مئی,سیاق و سباق میں جنوبی کوریا، جاپان اور دیگر ممالک کے گروپ کے چین پہنچنے کی تاریخ کا ذکر نہیں ہے۔,16 مئی کو جنوبی کوریا، جاپان، سنگاپور، روس اور تائیوان کے امدادی گروپ چین پہنچے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5721094012260437,0,0.03868052697542155,5.255923420816887,0.5681818181818182,1.0,0.0,1.0,0.6517015099525452,0
135،000,"135,000 چینی فوجی اور میڈیکس بچاؤ کی کوششوں میں ملوث تھے۔","135,000 چینی فوجی بچاؤ کی کوششوں میں ملوث تھے۔",0.0,0.0,0.0,0.0,0.0,0.0,0.6831192970275879,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6897215843200684,0
ونچوان,ریسکیو ہیلی کاپٹروں کو وینچوان میں زلزلے کے مرکز کے علاقے میں اترنے میں دشواری کا سامنا کرنا پڑا۔,وینچوان میں زلزلے کے مرکز کے علاقے میں ریسکیو ہیلی کاپٹروں کو لینڈنگ میں دشواری کا سامنا کرنا پڑا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.673529863357544,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6775074005126953,0
135،000,"135,000 چینی فوجی اور ڈاکٹروں کو امدادی کوششوں میں شامل کیا گیا تھا۔",چینی فوجی اور میڈیکس 58 کاؤنٹیوں اور شہروں میں امدادی کوششوں میں شامل تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6682357788085938,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6216850280761719,0
تباہی کی بحالی کے اندھے مقامات کو تلاش کیا جاسکے,سیاق و سباق میں آن لائن ریسکیو درخواست مرکز کا مقصد واضح نہیں ہے۔,تباہی کی بحالی کے اندھے مقامات کو تلاش کرنے کے لیے آن لائن ریسکیو درخواست مرکز کا مقصد تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6470655798912048,0,0.3665882729601239,36.65882729601238,0.7145928899082569,0.0,0.0,0.0,0.8036392331123352,0
16 مئی,ریڈ کراس کی ریسکیو ٹیم 16 مئی کو 15 بجے چینگدو کے لئے روانہ ہوئی۔,ایک ریسکیو ٹیم 16 مئی کو 15 بجے روانہ ہوئی۔,0.03868052697542155,5.255923420816887,0.5681818181818182,0.6666666666666666,0.0,0.6666666666666666,0.6687383055686951,0,0.056950849982219685,8.392229812593097,0.6696428571428572,0.6666666666666666,0.0,0.6666666666666666,0.6940946578979492,0
