title,context,question,answer
2008_سیچوان_زلزلے,"یونیورسٹی آف تسوکوبا کے جاپانی زلزلہ دان یوجی یاگی نے کہا کہ زلزلہ دو مراحل میں ہوا: 155 میل لمبی لانگ مینشان فالٹ دو حصوں میں پھٹ گئی ، پہلا تقریبا seven سات گز کا پھٹ گیا ، اس کے بعد دوسرا چار گز کا پھٹ گیا۔ اس کے اعداد و شمار نے یہ بھی ظاہر کیا کہ زلزلہ تقریبا two دو منٹ تک جاری رہا اور جاپان میں 1995 کے عظیم ہانشین زلزلہ کی 30 گنا توانائی جاری کی ، جس میں 6،000 سے زیادہ افراد ہلاک ہوگئے۔ اس نے نشاندہی کی کہ مرکز کی کم گہرائی اور آبادی کی کثافت نے زلزلہ کی شدت کو بہت بڑھا دیا۔ یونیورسٹی آف ٹوکیو کے زلزلہ دان ترویوکی کاٹو نے کہا کہ زلزلے کی زلزلہ کی لہروں نے چین کے وسط میں زمین کی مضبوطی کی وجہ سے اپنی طاقت کھونے کے بغیر طویل فاصلے پر سفر کیا۔ صوبہ سیچوان کے دارالحکومت چنگڈو سے آنے والی اطلاعات کے مطابق ، زلزلہ تقریبا two دو یا تین منٹ تک جاری رہا۔",زلزلے کی شدت میں آبادی کی کثافت کے علاوہ اور کیا عوامل شامل تھے؟,مرکز کی کم گہرائی
2008_سیچوان_زلزلے,"زلزلے نے کم از کم 5 ملین لوگوں کو رہائش کے بغیر چھوڑ دیا ، حالانکہ اس کی تعداد 11 ملین تک ہوسکتی ہے۔ لاکھوں مویشیوں اور زراعت کی ایک اہم مقدار بھی تباہ ہوگئی ، جس میں 12.5 ملین جانور ، بنیادی طور پر پرندے شامل تھے۔ صوبہ سیچوان میں مجموعی طور پر 60 ملین میں سے ایک ملین خنزیر مر گئے۔ تباہی ماڈلنگ فرم ایئر ورلڈ وائیڈ نے زلزلے سے انشورنس کمپنیوں کے نقصانات کا سرکاری تخمینہ 1 بلین امریکی ڈالر رکھا۔ تخمینہ شدہ مجموعی نقصانات 20 بلین امریکی ڈالر سے زیادہ ہیں۔ اس وقت چنگڈو کی شہری آبادی 4.5 ملین افراد کی تھی ، جس کی قیمت تقریبا 115 115 بلین امریکی ڈالر ہے ، جس میں صرف ایک چھوٹا سا حصہ انشورنس سے احاطہ کرتا ہے۔",کتنے جانور مارے گئے؟,12.5 ملین
2008_سیچوان_زلزلے,"ریاستہائے متحدہ کے ارضیاتی سروے (یو ایس جی ایس) کے ایک مطالعے میں ، زلزلے کے ابتدائی ٹوٹنے کے ماڈلز نے تقریبا 240 کلومیٹر لمبی 20 کلومیٹر گہری کے ساتھ ایک غلطی کے ساتھ 9 میٹر تک کی نقل مکانی کی نشاندہی کی۔ زلزلے نے سطح کی 3 میٹر سے زیادہ اخترتی پیدا کی اور غلطی کے شمال مشرقی اور جنوب مغربی سروں پر تناؤ (اور مستقبل کے واقعات کے ہونے کا امکان) میں اضافہ کیا۔ 20 مئی کو ، یو ایس جی ایس زلزلے کے ماہر ٹام پارسنز نے خبردار کیا کہ اگلے ہفتوں یا مہینوں میں M> 7 آفٹر شاک کا بڑا خطرہ ہے۔",غلطی کتنی گہری ہے؟,20 کلومیٹر گہری
2008_سیچوان_زلزلے,"(30 اگست ، 2008 کو جنوبی سیچوان میں ایم ایس 6.1 زلزلے کو اس سیریز کا حصہ نہیں بنایا گیا تھا کیونکہ یہ ایک مختلف غلطی کی وجہ سے ہوا تھا۔ تفصیلات کے لئے 2008 پینجیہوا زلزلے دیکھیں۔)",یہ زلزلہ کہاں ہوا؟,جنوبی سیچوان
2008_سیچوان_زلزلے,"زلزلے میں ہلاک ہونے والے طلباء کی سرکاری تعداد 7 مئی 2009 تک جاری نہیں کی گئی تھی ، زلزلے کے تقریبا ایک سال بعد۔ سرکاری خبر رساں ایجنسی سنہوا کے مطابق ، زلزلے سے 5،335 طلباء ہلاک ہوگئے اور ایک اور 546 بچے معذور ہوگئے۔ زلزلے کے بعد ، چینی حکومت نے اعلان کیا کہ جو والدین نے اپنے اکلوتے بچوں کو کھو دیا تھا وہ خاندانی منصوبہ بندی کے حکام کے ذریعہ انجام دیئے گئے وازکٹومی اور ٹیوبل لیگیشن کو ریورس کرنے کے لئے زرخیزی کے کلینک سے مفت علاج حاصل کریں گے۔",کتنے بچے معذور ہیں؟,546
2008_سیچوان_زلزلے,"جارجیا ٹیک میں سول اور ماحولیاتی انجینئرنگ کے پروفیسر ریجنالڈ ڈیس روچس نے نشاندہی کی کہ زلزلے کے علاقے میں جائیدادوں اور گھروں کو بڑے پیمانے پر نقصان اس وجہ سے ہوا کہ چین نے 1976 کے تباہ کن تانگشان زلزلے کے بعد تک مناسب زلزلے سے متعلق ڈیزائن کوڈ تیار نہیں کیا۔ ڈیس روچس نے کہا: اگر عمارتیں پرانی تھیں اور 1976 کے زلزلے سے پہلے تعمیر کی گئیں تو ، امکانات یہ ہیں کہ وہ زلزلے کی مناسب قوتوں کے لئے تعمیر نہیں کی گئیں۔",ریجنالڈ DesRoches کے پیشے کیا ہے؟,سول اور ماحولیاتی انجینئرنگ کے پروفیسر
2008_سیچوان_زلزلے,"جارجیا ٹیک میں سول اور ماحولیاتی انجینئرنگ کے پروفیسر ریجنالڈ ڈیس روچس نے نشاندہی کی کہ زلزلے کے علاقے میں جائیدادوں اور گھروں کو بڑے پیمانے پر نقصان اس وجہ سے ہوا کہ چین نے تباہ کن 1976 تانگشان زلزلے کے بعد تک مناسب زلزلے سے متعلق ڈیزائن کوڈ تیار نہیں کیا۔ ڈیس روچس نے کہا: اگر عمارتیں پرانی تھیں اور 1976 کے زلزلے سے پہلے تعمیر کی گئیں تو ، امکانات یہ ہیں کہ وہ زلزلے کی مناسب قوتوں کے لئے تعمیر نہیں کی گئیں۔",چین نے عمارتوں کے لئے زلزلے سے بچنے والا ڈیزائن کوڈ کب بنایا؟,1976
2008_سیچوان_زلزلے,"18 مئی کی شام کو ، سی سی ٹی وی ون نے چار گھنٹے کے خصوصی پروگرام کی میزبانی کی جس کا نام دی گیونگ آف محبت (آسان چینی: 爱的奉献; روایتی چینی: 愛的奉献) ہے ، جس کی میزبانی سی سی ٹی وی نئے سال کے گالا کے باقاعدہ افراد اور چوبیس گھنٹے کوریج اینکر بائی یان سونگ نے کی تھی۔ اس میں چین ، ہانگ کانگ ، سنگاپور اور تائیوان کی تفریحی ، ادبی ، کاروباری اور سیاسی شخصیات کی ایک وسیع رینج نے شرکت کی۔ شام کے عطیات کی مجموعی رقم 1.5 بلین چینی یوآن (~ 208 ملین امریکی ڈالر) تھی۔ عطیات میں ، سی سی ٹی وی نے 50 ملین ین پر سب سے بڑی کارپوریٹ شراکت دی۔ تقریبا ایک ہی وقت میں تائیوان میں ، اسی طرح کے تھیم والے پروگرام کی میزبانی موجودہ صدر ما ینگ جیو نے کی تھی۔ جون میں ، ہانگ کانگ کے اداکار جیکی چن ، جنہوں نے متاثرین کے لئے 1.57 ملین ڈالر کا عطیہ کیا ، نے دیگر فنکاروں کے ساتھ مل کر ایک میوزک ویڈیو بنائی جس کا عنوان تھا وعدہ؛ گانا اینڈی لاؤ نے تشکیل دیا تھا۔ آرٹسٹس 512 فنڈ ریزنگ مہم ، ایک 8 گھنٹے کی فنڈ ریزنگ میراتھن ، 1 جون کو ہانگ کانگ میں منعقد کی گئی تھی۔ اس میں تقریبا 200 سینوسفیئر موسیقاروں اور مشہور شخصیات نے شرکت کی۔ سنگاپور میں ، میڈیا کارپ چینل 8 نے متاثرین کے لئے فنڈز اکٹھا کرنے کے لئے ایک 'لائیو' پروگرام 让爱川流不息 کی میزبانی کی۔",اس پروگرام کے لیے عطیات کی کل رقم کتنی تھی؟,208 ملین امریکی ڈالر
2008_سیچوان_زلزلے,"چینگدو میں نامہ نگاروں نے کہا کہ انہوں نے شہر کے وسطی علاقوں میں کچھ رہائشی عمارتوں کی دیواروں پر دراڑیں دیکھی ہیں ، لیکن کوئی عمارت گر نہیں گئی۔ بہت سے بیجنگ آفس ٹاورز کو خالی کرا لیا گیا ، جس میں 2008 کے موسم گرما کے اولمپکس کے منتظمین کے لئے میڈیا دفاتر کی عمارت بھی شامل ہے۔ اولمپک مقامات میں سے کوئی بھی نقصان نہیں پہنچا۔ دریں اثنا ، گانسو کے ہوئی کاؤنٹی میں 13 پٹرول ٹینک لے جانے والی ایک کارگو ٹرین پٹری سے اتر گئی ، اور ریل خراب ہونے کے بعد آگ لگ گئی۔",آفس ٹاورز کہاں خالی کرائے گئے تھے؟,بیجنگ
2008_سیچوان_زلزلے,"15 مئی تک ، وزیر اعظم وین جیاباؤ نے اضافی 90 ہیلی کاپٹروں کی تعیناتی کا حکم دیا ، جن میں سے 60 پی ایل اے ایف کے ذریعہ فراہم کیے جائیں گے ، اور 30 سول ایوی ایشن انڈسٹری کے ذریعہ فراہم کیے جائیں گے ، جس کے نتیجے میں فضائیہ ، فوج اور سول ایوی ایشن کے ذریعہ امدادی کارروائیوں میں تعینات طیاروں کی کل تعداد 150 سے زیادہ ہوگئی ، جس کے نتیجے میں پیپلز لبریشن آرمی کی تاریخ میں سب سے بڑی غیر جنگی ہوائی نقل و حمل آپریشن ہوا۔",ہوائی جہازوں کے اس بڑے پیمانے پر جمع ہونے سے کس قسم کا آپریشن ہوا؟,غیر جنگی ہوائی نقل و حمل
2008_سیچوان_زلزلے,"چین ایئر لائنز نے تائیوان تاؤ یوآن بین الاقوامی ہوائی اڈے سے چینگدو شوانگلیو بین الاقوامی ہوائی اڈے کے لئے ایک براہ راست چارٹرڈ کارگو پرواز کی تھی جس میں زیو چی فاؤنڈیشن اور ریڈ کراس سوسائٹی آف تائیوان کے ذریعہ متاثرہ علاقوں میں عطیہ کردہ تقریبا 100 100 ٹن امدادی سامان بھیجا گیا تھا۔ مینلینڈ چینی حکام سے منظوری طلب کی گئی تھی ، اور چارٹرڈ پرواز 15 مئی کو 17 بجے تائی پے روانہ ہوئی اور 20:30 بجے چینگڈو پہنچی۔ تائیوان میں ریڈ کراس کی ایک ریسکیو ٹیم بھی 16 مئی کو چینگڈو کے لئے براہ راست چارٹرڈ پرواز پر تائی پے روانہ ہونے والی تھی۔",ایک ریسکیو ٹیم کب روانہ ہوئی؟,16 مئی
2008_سیچوان_زلزلے,"چین کی ریڈ کراس سوسائٹی نے وینچوان کاؤنٹی میں 788،000 یوآن (113،000 امریکی ڈالر) کی قیمت کے 557 خیمے اور 2500 quilts اڑائے۔ امیٹی فاؤنڈیشن نے پہلے ہی اس خطے میں امدادی کام شروع کر دیا ہے اور تباہی کی امداد کے لئے 143,000 امریکی ڈالر مختص کیا ہے۔ سیچوان وزارت سول امور نے کہا کہ انہوں نے بے گھر افراد کے لئے 30،000 خیمے فراہم کیے ہیں۔",امیٹی فاؤنڈیشن نے تباہی کی امداد کے لئے کتنی رقم مختص کی ہے؟,"143,000 امریکی ڈالر"
2008_سیچوان_زلزلے,"18 مئی کی شام کو ، سی سی ٹی وی ون نے چار گھنٹے کے خصوصی پروگرام کی میزبانی کی جس کا نام دی گیونگ آف محبت (آسان چینی: 爱的奉献; روایتی چینی: 愛的奉献) ہے ، جس کی میزبانی سی سی ٹی وی نئے سال کے گالا کے باقاعدہ افراد اور چوبیس گھنٹے کوریج اینکر بائی یان سونگ نے کی تھی۔ اس میں چین ، ہانگ کانگ ، سنگاپور اور تائیوان کی تفریحی ، ادبی ، کاروباری اور سیاسی شخصیات کی ایک وسیع رینج نے شرکت کی۔ رات کے عطیات کی مجموعی رقم 1.5 بلین چینی یوآن (~ 208 ملین امریکی ڈالر) تھی۔ عطیات میں ، سی سی ٹی وی نے 50 ملین ین پر سب سے بڑی کارپوریٹ شراکت دی۔ تقریبا ایک ہی وقت میں تائیوان میں ، اسی طرح کے تھیم والے پروگرام کی میزبانی موجودہ صدر ما ینگ جیو نے کی تھی۔ جون میں ، ہانگ کانگ کے اداکار جیکی چن ، جنہوں نے متاثرین کے لئے 1.57 ملین ڈالر کا عطیہ کیا ، نے دیگر فنکاروں کے ساتھ مل کر ایک میوزک ویڈیو بنائی جس کا عنوان تھا وعدہ؛ گانا اینڈی لاؤ نے تشکیل دیا تھا۔ آرٹسٹس 512 فنڈ ریزنگ مہم ، ایک 8 گھنٹے کی فنڈ ریزنگ میراتھن ، 1 جون کو ہانگ کانگ میں منعقد کی گئی تھی۔ اس میں تقریبا 200 سینوسفیئر موسیقاروں اور مشہور شخصیات نے شرکت کی۔ سنگاپور میں ، میڈیا کارپ چینل 8 نے متاثرین کے لئے فنڈز اکٹھا کرنے کے لئے ایک 'لائیو' پروگرام 让爱川流不息 کی میزبانی کی۔",پروگرام سے ملنے والے عطیات کتنے بڑے تھے؟,رات کے عطیات کی مجموعی رقم 1.5 بلین چینی یوآن
2008_سیچوان_زلزلے,"مرکزی زلزلے کے 72 گھنٹوں کے اندر اندر 64 اور 104 بڑے زلزلے کے جھٹکے ریکارڈ کیے گئے تھے ، جن کی شدت 4.0 سے 6.1 تک تھی۔ چینی سرکاری گنتی کے مطابق ، 6 نومبر ، 2008 کو 12 بجے تک مجموعی طور پر 42،719 زلزلے کے جھٹکے ہوئے تھے ، جن میں سے 246 4.0 MS سے 4.9 MS ، 34 5.0 MS سے 5.9 MS ، اور 8 6.0 MS سے 6.4 MS تک تھے۔ سب سے مضبوط زلزلے کی پیمائش 6.4 MS کی گئی تھی۔ M6 سے زیادہ کا تازہ ترین زلزلے 5 اگست 2008 کو ہوا۔",آخری میگنیٹیو 6 آفٹر شاک کب ہوا؟,5 اگست 2008 کو
2008_سیچوان_زلزلے,"2008 سیچوان زلزلہ یا عظیم سیچوان زلزلہ ، جس کی پیمائش 8.0 ایم ایس اور 7.9 میگاواٹ پر کی گئی تھی ، اور 12 مئی کو صوبہ سیچوان میں زلزلے کے مرکز (06:28:01 یو ٹی سی) پر 02:28:01 چین اسٹینڈرڈ ٹائم پر ہوا تھا ، جس میں 69،197 افراد ہلاک اور 18،222 لاپتہ ہوگئے۔",زلزلہ دن کے کس وقت ہوا؟,02:28:01 چین اسٹینڈرڈ ٹائم
2008_سیچوان_زلزلے,"زلزلے کی شدت 8.0 ایم ایس اور 7.9 میگاواٹ تھی۔ زلزلے کا مرکز وینچوان کاؤنٹی ، نگاوا تبتی اور کیانگ خود مختار پریفیکچر میں تھا ، جو صوبائی دارالحکومت چنگڈو کے مغرب / شمال مغرب میں 80 کلومیٹر دور تھا۔ اس کا بنیادی زلزلہ 12 مئی 2008 کو 14:28:01.42 چین اسٹینڈرڈ ٹائم (06:28:01.42 یو ٹی سی) پر ہوا ، جو تقریبا 2 منٹ تک جاری رہا۔ زلزلے میں تقریبا 80٪ عمارتیں تباہ ہوگئیں۔",زلزلے کے دوران عمارتوں کا کتنا فیصد تباہ ہوا؟,تقریبا 80٪
2008_سیچوان_زلزلے,"شنگھائی کے مالیاتی ضلع میں دفتری عمارتوں ، بشمول جین ماؤ ٹاور اور ہانگ کانگ نیو ورلڈ ٹاور کو خالی کر دیا گیا تھا۔ چنگڈو میں تبت ہوٹل میں ایک استقبالیہ نے کہا کہ ہوٹل نے اپنے مہمانوں کو نکالنے کے بعد چیزیں پرسکون تھیں۔ دریں اثنا ، سیچوان میں فورڈ پلانٹ کے کارکنوں کو تقریبا 10 منٹ کے لئے خالی کر دیا گیا تھا۔ چنگڈو شوانگلیو بین الاقوامی ہوائی اڈے کو بند کردیا گیا تھا ، اور کنٹرول ٹاور اور علاقائی ریڈار کنٹرول کو خالی کر دیا گیا تھا۔ اس کے نتیجے میں سلک ایئر کی ایک پرواز کو تبدیل کر کے کنمنگ میں اترا تھا۔ کیتھی پیسیفک نے فضائی ٹریفک خدمات میں اس رکاوٹ کی وجہ سے اپنے چار گنا روزانہ ہانگ کانگ سے لندن کے راستے کی دونوں ٹانگوں میں تاخیر کی۔ چنگڈو شوانگلیو ہوائی اڈے نے بعد میں 12 مئی کی شام کو محدود سروس پیش کی۔",کون سا ہوائی اڈہ بند کر دیا گیا تھا؟,چنگڈو شوانگلیو بین الاقوامی ہوائی اڈے
2008_سیچوان_زلزلے,"شنگھائی کے مالیاتی ضلع میں دفتری عمارتوں ، بشمول جین ماؤ ٹاور اور ہانگ کانگ نیو ورلڈ ٹاور کو خالی کر دیا گیا تھا۔ چنگڈو میں تبت ہوٹل میں ایک استقبالیہ نے کہا کہ ہوٹل نے اپنے مہمانوں کو ہٹا دیا کے بعد چیزیں پرسکون تھیں۔ دریں اثنا ، سیچوان میں فورڈ پلانٹ کے کارکنوں کو تقریبا 10 منٹ کے لئے خالی کر دیا گیا تھا۔ چنگڈو شوانگلیو بین الاقوامی ہوائی اڈے کو بند کر دیا گیا تھا ، اور کنٹرول ٹاور اور علاقائی ریڈار کنٹرول کو خالی کر دیا گیا تھا۔ اس کے نتیجے میں سلک ایئر کی ایک پرواز کو تبدیل کر کے کنمنگ میں اترا تھا۔ کیتھی پیسیفک نے فضائی ٹریفک خدمات میں اس رکاوٹ کی وجہ سے اپنے چار گنا روزانہ ہانگ کانگ سے لندن کے راستے کی دونوں ٹانگوں میں تاخیر کی۔ چنگڈو شوانگلیو ہوائی اڈے نے بعد میں 12 مئی کی شام کو محدود سروس پیش کی۔",شنگھائی میں دفتر کی عمارتوں کے ساتھ کیا ہوا؟,ہٹا دیا
2008_سیچوان_زلزلے,"چینی حکومت کی طرف سے انجام دی جانے والی امدادی کوششوں کو مغربی میڈیا نے سراہا ، خاص طور پر سمندری طوفان نرگس کے دوران میانمار کی غیر ملکی امداد کی روک تھام کے ساتھ ساتھ 1976 کے تانگشان زلزلے کے دوران چین کی سابقہ کارکردگی کے مقابلے میں۔ سیچوان زلزلے کی میڈیا کوریج کے دوران چین کی کھلی پن نے بیجنگ یونیورسٹی کے ایک پروفیسر کو یہ کہنے پر مجبور کیا ، یہ پہلا موقع ہے [کہ] چینی میڈیا نے بین الاقوامی معیارات پر پورا اترا ہے۔ لاس اینجلس ٹائمز نے جمہوری ہونے کے زلزلے کی چین کی میڈیا کوریج کی تعریف کی۔",بیجنگ یونیورسٹی کے ایک پروفیسر نے زلزلے سے نمٹنے کے بارے میں کیا کہا؟,یہ پہلا موقع ہے [کہ] چینی میڈیا نے بین الاقوامی معیارات پر پورا اترا ہے۔
2008_سیچوان_زلزلے,"7.9 شدت کے زلزلے اور بہت سے مضبوط زلزلے کے نتیجے میں ، بہت سے دریاؤں کو بڑی لینڈ سلائیڈنگ کی وجہ سے مسدود کردیا گیا ، جس کے نتیجے میں بلاک ہونے کے پیچھے زلزلے کی جھیلوں کی تشکیل ہوئی۔ یہ بڑی مقدار میں پانی قدرتی لینڈ سلائیڈنگ ڈیموں کے پیچھے بہت زیادہ شرح سے جمع ہو رہا تھا اور یہ خدشہ تھا کہ بلاک ہونے سے بالآخر پانی کے بڑھتے ہوئے بڑے پیمانے پر وزن کے تحت گر جائے گا ، جس سے ممکنہ طور پر ندی کے نیچے رہنے والے لاکھوں لوگوں کی زندگیوں کو خطرے میں ڈال سکتا ہے۔ 27 مئی ، 2008 تک ، زلزلے کے ملبے کی وجہ سے 34 جھیلیں تشکیل پائی تھیں جو دریاؤں کو مسدود اور ڈیم کررہی تھیں ، اور یہ اندازہ لگایا گیا تھا کہ ان میں سے 28 اب بھی مقامی لوگوں کے لئے ممکنہ خطرہ ہیں۔ اس کے نتیجے میں سیلاب کی وجہ سے مکمل دیہات کو خالی کرنا پڑا۔",ممکنہ سیلاب کی وجہ سے کیا خالی کرنا پڑا؟,مکمل دیہات
2008_سیچوان_زلزلے,"لانگ مین شان فالٹ سسٹم تبتی سطح مرتفع کی مشرقی سرحد پر واقع ہے اور اس میں کئی فالٹ شامل ہیں۔ اس زلزلے نے لانگ مین شان فالٹ سسٹم میں کم از کم دو مربوط ڈھانچے کو پھاڑ دیا ، یعنی بیچوان فالٹ اور گوانشیئن-انشیئن فالٹ۔ ایپی سنٹرل علاقے میں ، بیچوان فالٹ میں اوسط سلائڈ تقریبا 3.5 میٹر (11 فٹ) عمودی ، 3.5 میٹر (11 فٹ) افقی طور پر فالٹ کے متوازی ، اور 4.8 میٹر (16 فٹ) افقی طور پر فالٹ کے عمودی طور پر تھا۔ زلزلے کے مرکز سے تقریبا 30 کلومیٹر (19 میل) شمال مشرق میں ، بیچوان فالٹ پر سطح کی سلائڈ تقریبا خالص طور پر ڈیکسٹرل اسٹرائیک-سلائڈ تقریبا 3 میٹر (9.8 فٹ) تک تھی ، جبکہ گوانشیئن اینشیئن فالٹ میں اوسط سلائڈ تقریبا 2 فٹ (6 فٹ) اور 2.3 میٹر (7 میٹر) افقی طور پر تھی۔",زلزلے کے مرکز پر بیچوان فالٹ میں افقی سلپ کیا تھا؟,3.5 میٹر
2008_سیچوان_زلزلے,"شنگھائی کے مالیاتی ضلع میں دفتری عمارتیں ، جن میں جین ماؤ ٹاور اور ہانگ کانگ نیو ورلڈ ٹاور شامل ہیں۔ چینگدو میں تبت ہوٹل میں ایک استقبالیہ نے کہا کہ ہوٹل نے اپنے مہمانوں کو نکالنے کے بعد چیزیں پرسکون تھیں۔ دریں اثنا ، سیچوان میں فورڈ پلانٹ کے کارکنوں کو تقریبا 10 منٹ کے لئے نکال دیا گیا تھا۔ چینگدو شوانگلیو بین الاقوامی ہوائی اڈے کو بند کردیا گیا تھا ، اور کنٹرول ٹاور اور علاقائی ریڈار کنٹرول کو نکال دیا گیا تھا۔ اس کے نتیجے میں سلک ایئر کی ایک پرواز کو تبدیل کردیا گیا تھا اور کونمنگ میں اترا تھا۔ کیتھی پیسیفک نے فضائی ٹریفک خدمات میں اس رکاوٹ کی وجہ سے اپنے چار گنا روزانہ ہانگ کانگ سے لندن کے راستے کی دونوں ٹانگوں میں تاخیر کی۔ چینگڈو شوانگلیو ہوائی اڈے نے 12 مئی کی شام کو بعد میں محدود سروس پیش کی۔",ایک استقبالیہ کارکن نے انخلاء کے بعد کے ماحول کو کس طرح بیان کیا؟,پرسکون
2008_سیچوان_زلزلے,"وینچوان اور صوبے بھر میں دیگر تمام شاہراہوں کو نقصان پہنچا ، جس کے نتیجے میں امدادی دستوں کی آمد میں تاخیر ہوئی۔ بیچوان کاؤنٹی میں ، سنہوا نیوز کے مطابق ، 80٪ عمارتیں گر گئیں۔ شیفانگ شہر میں ، دو کیمیائی کارخانوں کے خاتمے کے نتیجے میں تقریبا 80 80 ٹن مائع امونیاک کا رساو ہوا ، جس میں سینکڑوں افراد دفن ہونے کی اطلاع ملی۔ زلزلے کے مرکز کے جنوب مشرق میں ، ڈوجیانگیان شہر میں ، ایک پورا اسکول گر گیا جس میں 900 طلباء دفن ہوئے اور 60 سے کم زندہ بچ گئے۔ جوئیوان مڈل اسکول ، جہاں بہت سے نوجوانوں کو دفن کیا گیا تھا ، شہریوں اور کرینوں نے کھدائی کی۔ ڈوجیانگیان ڈوجیانگ آبپاشی کے نظام کا گھر ہے ، جو ایک قدیم پانی کی سمت تبدیل کرنے والا منصوبہ ہے جو اب بھی استعمال میں ہے اور یونیسکو کا عالمی ورثہ ہے۔ اس منصوبے کا مشہور مچھلی کا منہ دوسری صورت میں خراب نہیں ہوا۔","اسکول میں 900 میں سے کتنے طلباء، گرنے سے بچ گئے؟",60
2008_سیچوان_زلزلے,"چینگدو میں نامہ نگاروں نے کہا کہ انہوں نے شہر کے وسطی علاقوں میں کچھ رہائشی عمارتوں کی دیواروں پر دراڑیں دیکھی ہیں ، لیکن کوئی عمارت گر نہیں گئی۔ بیجنگ کے بہت سے آفس ٹاورز کو خالی کر دیا گیا ، جس میں 2008 کے موسم گرما کے اولمپکس کے منتظمین کے لئے میڈیا دفاتر کی عمارت بھی شامل ہے۔ اولمپک مکانوں میں سے کوئی بھی نقصان نہیں پہنچا۔ دریں اثنا ، گانسو کے کاؤنٹی ہوئی میں 13 پٹرول ٹینک لے جانے والی ایک کارگو ٹرین پٹری سے اتر گئی ، اور ریل خراب ہونے کے بعد آگ لگ گئی۔",اولمپک علاقے کا کون سا حصہ نقصان نہیں پہنچا؟,مکانوں
2008_سیچوان_زلزلے,"زپنگپو ہائیڈرو پاور پلانٹ (آسان چینی: 紫坪铺水库; روایتی چینی: 紫坪铺水库) زلزلے کے مرکز سے 20 کلومیٹر مشرق میں واقع تھا۔ ایک حالیہ معائنہ سے پتہ چلتا ہے کہ نقصان ابتدائی طور پر خوفزدہ ہونے سے کم شدید تھا ، اور یہ ساختی طور پر مستحکم اور محفوظ ہے۔ ٹولونگ ذخیرہ اوپر بہاؤ کے خاتمے کا خطرہ ہے۔ زپنگپو میں تقریبا 2000 فوجیوں کو مختص کیا گیا ہے ، جو سپل وے کے ذریعے دباؤ کو جاری کرنے کی کوشش کر رہے ہیں۔ مجموعی طور پر ، 391 ڈیم ، جن میں سے زیادہ تر چھوٹے ہیں ، زلزلے سے نقصان پہنچا ہے۔",کتنے ڈیموں کو نقصان پہنچا؟,391
2008_سیچوان_زلزلے,"وینچوان اور صوبے بھر میں دیگر تمام شاہراہوں کو نقصان پہنچا ، جس کے نتیجے میں امدادی دستوں کی آمد میں تاخیر ہوئی۔ بیچوان کاؤنٹی میں ، سنہوا نیوز کے مطابق ، 80٪ عمارتیں گر گئیں۔ شیفانگ شہر میں ، دو کیمیائی پلانٹس کے خاتمے کے نتیجے میں تقریبا 80 80 ٹن مائع امونیاک کا رساو ہوا ، جس میں سینکڑوں افراد دفن ہونے کی اطلاع ملی۔ زلزلے کے مرکز کے جنوب مشرق میں ، ڈوجیانگیان شہر میں ، ایک پورا اسکول گر گیا جس میں 900 طلباء دفن ہوئے اور 60 سے کم زندہ بچ گئے۔ جوئیوان مڈل اسکول ، جہاں بہت سے نوجوانوں کو دفن کیا گیا تھا ، شہریوں اور کرینوں کے ذریعہ کھدائی کی گئی۔ ڈوجیانگیان ڈوجیانگ آبپاشی کے نظام کا گھر ہے ، جو ایک قدیم پانی کا رخ موڑنے والا منصوبہ ہے جو اب بھی استعمال میں ہے اور یونیسکو کا عالمی ورثہ ہے۔",وینچوان کی طرف جانے والی کتنی شاہراہوں کو نقصان پہنچا؟,تمام شاہراہوں
2008_سیچوان_زلزلے,"زلزلے کے ایک دن بعد اسٹیٹ کونسل انفارمیشن آفس کے زیر اہتمام ایک پریس کانفرنس میں ، سی ای اے کے زلزلے کی نگرانی کے نیٹ ورک سینٹر کے ڈپٹی ڈائریکٹر ، ارضیات دان ژانگ شیاؤ ڈونگ نے دوبارہ کہا کہ زلزلے کی پیش گوئی ایک عالمی مسئلہ تھا ، اس معنی میں کہ کوئی ثابت شدہ طریقے موجود نہیں ہیں ، اور زلزلے سے پہلے کوئی پیش گوئی کی اطلاع موصول نہیں ہوئی تھی۔ آسٹریلیا میں موناش یونیورسٹی کے زلزلے کے ماہر گیری گبسن نے ڈوئچے پریس ایجنسی کو بتایا کہ انہوں نے ایسی کوئی چیز بھی نہیں دیکھی جس کو زلزلے کی پیش گوئی سمجھا جاسکے۔",زلزلے کی پیش گوئی کس قسم کا مسئلہ ہے؟,ایک عالمی مسئلہ
