query,ground_truth_answer,traditional_faithfulness,traditional_answer_relevancy,traditional_context_recall,traditional_context_precision,traditional_entity_recall,modified_faithfulness,modified_answer_relevancy,modified_context_recall,modified_context_precision,modified_entity_recall
عمارت کا معائنہ کون کرنا تھا کہ آیا وہ قومی معیارات پر پورا اترتی ہے؟,نگرانی کرنے والی ایجنسیوں,0.6129245758056641,0.6811459064483643,0.0,0.0,0.0,0.6840115785598755,0.3018558919429779,0.0,0.0,0.0
بلڈر نے اسٹیل کی سلاخوں کی جگہ دوبارہ تقویت کے طور پر کیا استعمال کیا؟,تھینک لوہے کی تاروں,0.2769891619682312,0.4959907531738281,0.0,0.0,0.0,0.0708899274468422,0.5364989638328552,0.0,0.0,0.0
کس اسکول کے پرنسپل نے اپنے اسکول کو مضبوط کیا؟,یے زپنگ,0.49904102087020874,0.8111871480941772,0.0,0.0,0.0,0.6871273517608643,0.6791188716888428,0.0,0.0,0.0
زلزلے سے کتنی دیر پہلے سمندری طوفان نرگس نے برما پر حملہ کیا تھا؟,10 دن,0.5211645364761353,0.7718429565429688,0.0,0.0,0.0,0.5432916283607483,0.7718429565429688,0.0,0.0,0.0
18 مئی کی شام کو سی سی ٹی وی ون نے کیا میزبان کیا؟,چار گھنٹے کے پروگرام کی میزبانی کی جس کا نام دی گیونگ آف محبت,0.6084209680557251,0.6301531791687012,0.0,0.0,0.0,0.8380888104438782,0.6087585091590881,0.0,0.0,0.0
لانگ مینشان فالٹ کہاں واقع ہے؟,ہندو آسٹریلیائی پلیٹ اور یوریشین پلیٹ کی سرحد کے ساتھ,0.2878114581108093,0.32303619384765625,0.0,0.0,0.0,0.7582535147666931,0.27911877632141113,0.0,0.0,0.0
زلزلے کی پیش گوئی کس قسم کا مسئلہ ہے؟,ایک عالمی مسئلہ,0.6503779888153076,0.7952876091003418,0.0,0.0,0.0,0.8342622518539429,0.76014244556427,0.0,0.0,0.0
زلزلے کا مرکز کہاں تھا؟,ونچوان کاؤنٹی ، نگاوا تبتی اور کیانگ خود مختار پریفیکچر,0.6923174858093262,0.8069865703582764,0.0,0.0,0.0,0.7181648015975952,0.6708822846412659,0.0,0.0,0.0
کتنے لوگوں کی موت کی تصدیق کی گئی تھی؟,69،197,0.5400786399841309,0.5497699975967407,0.0,0.0,0.0,0.6905211806297302,0.5963922739028931,0.0,0.0,0.0
انہوں نے ریلے کا کون سا حصہ تبدیل کیا؟,روٹ,0.16544586420059204,0.7493313550949097,0.0,0.0,0.0,0.6980239748954773,0.11363108456134796,0.0,0.0,0.0
زلزلے کے خطرے کے تجزیے کو کس نے شائع کیا؟,چن شوزونگ,0.9275790452957153,0.7332805395126343,0.0,0.0,0.0,0.35221779346466064,0.7179973125457764,0.0,0.0,0.0
اس زلزلے کی توانائی 1995 میں جاپان میں آنے والے زلزلے سے کتنی زیادہ تھی؟,30 گنا,0.7183982729911804,0.8225020170211792,0.0,0.0,0.0,0.5932814478874207,0.6456637382507324,0.0,0.0,0.0
کتنے جھٹکے 4.0 ایم ایس سے 4.9 ایم ایس تک تھے؟,246,0.5299856066703796,0.7112786769866943,0.0,0.0,0.0,0.4711477756500244,0.8018969297409058,0.0,0.0,0.0
کتنے تبتی دیہاتی پھنس گئے تھے؟,300 سے زیادہ,0.5964162349700928,0.7156652212142944,0.0,0.0,0.0,0.6928658485412598,0.6517716646194458,0.0,0.0,0.0
زلزلے کے جھٹکے کب ریکارڈ کیے گئے؟,بنیادی زلزلے کے 72 گھنٹوں کے اندر اندر,0.598974347114563,0.7033231258392334,0.0,0.0,0.0,0.36742156744003296,0.7694984674453735,0.0,0.0,0.0
زلزلے کی فوکل گہرائی کتنی تھی؟,19 کلومیٹر,0.4953885078430176,0.7850496768951416,0.0,0.0,0.0,0.5394794940948486,0.7022491693496704,0.0,0.0,0.0
زلزلے کے خطرے کا تجزیہ کب شائع کیا گیا تھا؟,2002 میں,0.7375194430351257,0.8007760047912598,0.0,0.0,0.0,0.33280643820762634,0.8007760047912598,0.0,0.0,0.0
انہوں نے سیچوان میں اگلے زلزلے کی پیش گوئی کی طاقت کیا ہے؟,7.0 سے زیادہ,0.7321699857711792,0.5965608358383179,0.0,0.0,0.0,0.5377910137176514,0.5139207243919373,0.0,0.0,0.0
غلطی کتنی گہری ہے؟,20 کلومیٹر گہری,0.4642975628376007,0.7368636131286621,0.0,0.0,0.0,0.2742888927459717,0.5870372653007507,0.0,0.0,0.0
چینگدو میں کیا رپورٹ کیا گیا تھا؟,دیواروں پر دراڑیں,0.17573165893554688,0.24176988005638123,0.0,0.0,0.0,0.7318697571754456,0.3837733864784241,0.0,0.0,0.0
پی ایل اے ایف نے کتنے ہیلی کاپٹر فراہم کیے؟,60,0.6743371486663818,0.7455556392669678,0.0,0.0,0.0,0.4077410101890564,0.7455556392669678,0.0,0.0,0.0
پروازوں میں تاخیر اور رخ تبدیل کرنے کی وجہ کیا تھی؟,ہوائی ٹریفک خدمات میں خلل,0.8656995892524719,0.6047317981719971,0.0,0.0,0.0,0.6420629024505615,0.7100677490234375,0.0,0.0,0.0
مشعل ریلے کہاں ہونا چاہئے تھا؟,ننگبو,0.8133323788642883,0.5427039265632629,0.0,0.0,0.0,0.5636559724807739,0.6512359976768494,1.0,1.0,0.0
اس خطے میں کتنے خیمے اڑائے گئے تھے؟,557,0.5821851491928101,0.6546956896781921,0.0,0.0,0.0,0.13865533471107483,0.3940565586090088,0.0,0.0,0.0
Beichuan اور Guanxian-Anxian غلطیوں کہاں ہیں؟,لانگ مین شان فالٹ سسٹم,0.6692086458206177,0.7998360395431519,0.0,0.0,0.0,0.6096978187561035,0.0714796930551529,0.0,0.0,0.0
کیا ایک قائم شدہ سائنس نہیں ہے؟,زلزلے کی پیش گوئی,0.7484130859375,0.35872218012809753,0.0,0.0,0.0,0.7559009194374084,0.5040193796157837,0.0,0.0,0.0
کس مسئلے نے امدادی ٹیموں کو متاثرہ علاقوں تک پہنچنے سے روک دیا؟,زمین پھٹنے,0.5055499076843262,0.5390357375144958,0.0,0.0,0.0,0.4611886143684387,0.613320529460907,0.0,0.0,0.0
کون سا محکمہ بدھ تک بچاؤ کی کوشش میں شامل ہونے کے لئے تیار تھا؟,تائی پے فائر ڈیپارٹمنٹ,0.5150905847549438,0.4463803768157959,0.0,0.0,0.0,0.5350999236106873,0.4328691363334656,0.0,0.0,0.0
بیجنگ یونیورسٹی کے ایک پروفیسر نے زلزلے سے نمٹنے کے بارے میں کیا کہا؟,یہ پہلا موقع ہے [کہ] چینی میڈیا نے بین الاقوامی معیارات پر پورا اترا ہے۔,0.704494059085846,0.45656663179397583,0.0,0.0,0.0,0.12303115427494049,0.3820638060569763,0.0,0.0,0.0
لانگ مین شان خرابی کہاں واقع ہے؟,تبتی سطح مرتفع,0.3306739628314972,0.36380136013031006,0.0,0.0,0.0,0.7943263053894043,0.24428518116474152,0.0,0.0,0.0
زلزلے کا نام کیا تھا؟,عظیم سیچوان زلزلہ,0.715826153755188,0.885992169380188,0.0,0.0,0.0,0.5063693523406982,0.7094933986663818,0.0,0.0,0.0
ٹوٹ پھوٹ کتنی دیر تک رہی؟,120 سیکنڈ,0.6289924383163452,0.6073586344718933,0.0,0.0,0.0,0.7550255060195923,0.4353538155555725,0.0,0.0,0.0
میانیانگ شہر میں کتنے اسکول گر گئے ہیں؟,سات,0.6262030601501465,0.7842874526977539,0.0,0.0,0.0,0.7580133080482483,0.7777165770530701,0.0,0.0,0.0
میانیانگ شہر میں کتنے اسکول گر گئے؟,سات,0.643509030342102,0.7498766779899597,0.0,0.0,0.0,0.857619047164917,0.664013683795929,0.0,0.0,0.0
سنہوا میں کتنے طالب علم معذور تھے؟,546,0.4885304868221283,0.4160054922103882,0.0,0.0,0.0,0.5642166137695312,0.5913470983505249,0.0,0.0,0.0
زلزلے کی وجہ سے مرنے والوں کی مجموعی تعداد کتنی ہے؟,69،180,0.5054097175598145,0.732220470905304,0.0,0.0,0.0,0.66814786195755,0.5229307413101196,0.0,0.0,0.0
اس زلزلے کی توانائی 1995 میں جاپان میں آنے والے زلزلے سے کتنی زیادہ تھی؟,30 گنا,0.7183982729911804,0.8225020170211792,0.0,0.0,0.0,0.5909251570701599,0.8679139018058777,0.0,0.0,0.0
زلزلے کی شدت میں آبادی کی کثافت کے علاوہ اور کیا عوامل شامل تھے؟,مرکز کی کم گہرائی,0.6706617474555969,0.8716666102409363,0.0,0.0,0.0,0.6719698905944824,0.7579554319381714,0.0,0.0,0.0
کتنے جانور مارے گئے؟,12.5 ملین,0.6073554754257202,0.7445962429046631,0.0,0.0,0.0,0.6488324403762817,0.6696862578392029,0.0,0.0,0.0
غلطی کتنی گہری ہے؟,20 کلومیٹر گہری,0.5180330276489258,0.701176106929779,0.0,0.0,0.0,0.2742888927459717,0.5870372653007507,0.0,0.0,0.0
یہ زلزلہ کہاں ہوا؟,جنوبی سیچوان,0.6932287812232971,0.766065776348114,0.0,0.0,0.0,0.3095914125442505,0.5471296310424805,0.0,0.0,0.0
کتنے بچے معذور ہیں؟,546,0.4995272755622864,0.640372633934021,0.0,0.0,0.0,0.4351344704627991,0.6528304219245911,0.0,0.0,0.0
ریجنالڈ DesRoches کے پیشے کیا ہے؟,سول اور ماحولیاتی انجینئرنگ کے پروفیسر,0.3068488836288452,0.3651983439922333,0.0,0.0,0.0,0.07769013196229935,0.6369441151618958,0.0,0.0,0.0
چین نے عمارتوں کے لئے زلزلے سے بچنے والا ڈیزائن کوڈ کب بنایا؟,1976,0.6899100542068481,0.859408974647522,0.0,0.0,0.0,0.43448367714881897,0.8642817735671997,0.0,0.0,0.0
اس پروگرام کے لیے عطیات کی کل رقم کتنی تھی؟,208 ملین امریکی ڈالر,0.6251555681228638,0.6246392726898193,0.0,0.0,0.0,0.6476738452911377,0.5041912794113159,0.0,0.0,0.0
آفس ٹاورز کہاں خالی کرائے گئے تھے؟,بیجنگ,0.5931286811828613,0.5949140191078186,0.0,0.0,0.0,0.6230657696723938,0.4107555150985718,0.0,0.0,0.0
ہوائی جہازوں کے اس بڑے پیمانے پر جمع ہونے سے کس قسم کا آپریشن ہوا؟,غیر جنگی ہوائی نقل و حمل,0.7530566453933716,0.6800172328948975,0.0,0.0,0.0,0.6826281547546387,0.6530882120132446,0.0,0.0,0.0
ایک ریسکیو ٹیم کب روانہ ہوئی؟,16 مئی,0.5098509788513184,0.6753413677215576,0.0,0.0,0.0,0.4736616015434265,0.6753413677215576,0.0,0.0,0.0
امیٹی فاؤنڈیشن نے تباہی کی امداد کے لئے کتنی رقم مختص کی ہے؟,"143,000 امریکی ڈالر",0.6240782737731934,0.7164710164070129,0.0,0.0,0.0,0.5993329882621765,0.6764087677001953,0.0,0.0,0.0
پروگرام سے ملنے والے عطیات کتنے بڑے تھے؟,رات کے عطیات کی مجموعی رقم 1.5 بلین چینی یوآن,0.677836537361145,0.684442400932312,0.0,0.0,0.0,0.5218198895454407,0.5551779866218567,0.0,0.0,0.0
آخری میگنیٹیو 6 آفٹر شاک کب ہوا؟,5 اگست 2008 کو,0.2473388910293579,0.6709563732147217,0.0,0.0,0.0,0.44838953018188477,0.6709563732147217,0.0,0.0,0.0
زلزلہ دن کے کس وقت ہوا؟,02:28:01 چین اسٹینڈرڈ ٹائم,0.559753954410553,0.6880407333374023,0.0,0.0,0.0,0.26449495553970337,0.4918660521507263,0.0,0.0,0.0
زلزلے کے دوران عمارتوں کا کتنا فیصد تباہ ہوا؟,تقریبا 80٪,0.5625842809677124,0.695441484451294,0.0,0.0,0.0,0.6545199155807495,0.6856920719146729,0.0,0.0,0.0
کون سا ہوائی اڈہ بند کر دیا گیا تھا؟,چنگڈو شوانگلیو بین الاقوامی ہوائی اڈے,0.7751672863960266,0.7279886603355408,0.0,0.0,0.0,0.812049150466919,0.7409645318984985,0.0,0.0,0.0
شنگھائی میں دفتر کی عمارتوں کے ساتھ کیا ہوا؟,ہٹا دیا,0.6461707353591919,0.4751189649105072,0.0,0.0,0.0,0.45933544635772705,0.6779481172561646,0.0,0.0,1.0
بیجنگ یونیورسٹی کے ایک پروفیسر نے زلزلے سے نمٹنے کے بارے میں کیا کہا؟,یہ پہلا موقع ہے [کہ] چینی میڈیا نے بین الاقوامی معیارات پر پورا اترا ہے۔,0.57411789894104,0.7012733221054077,0.0,0.0,0.0,0.12303115427494049,0.3820638060569763,0.0,0.0,0.0
ممکنہ سیلاب کی وجہ سے کیا خالی کرنا پڑا؟,مکمل دیہات,0.6891361474990845,0.7888869047164917,0.0,0.0,0.0,0.4710528552532196,0.365025132894516,0.0,0.0,0.0
زلزلے کے مرکز پر بیچوان فالٹ میں افقی سلپ کیا تھا؟,3.5 میٹر,0.863480806350708,0.5671035647392273,0.0,0.0,0.0,0.5069735050201416,0.3003685176372528,0.0,0.0,0.0
ایک استقبالیہ کارکن نے انخلاء کے بعد کے ماحول کو کس طرح بیان کیا؟,پرسکون,0.410430908203125,0.7101947665214539,0.0,0.0,0.0,0.3302597403526306,0.7054368853569031,0.0,0.0,0.0
اسکول میں 900 میں سے کتنے طلباء، گرنے سے بچ گئے؟,60,0.3911920487880707,0.682132363319397,0.0,0.0,0.0,0.39313024282455444,0.7270088791847229,0.0,0.0,0.0
اولمپک علاقے کا کون سا حصہ نقصان نہیں پہنچا؟,مکانوں,0.2489708960056305,0.4676700830459595,0.0,0.0,0.0,0.6657866835594177,0.4676700830459595,0.0,0.0,0.0
کتنے ڈیموں کو نقصان پہنچا؟,391,0.5888077020645142,0.6987791061401367,0.0,0.0,0.0,0.3585553467273712,0.7988619804382324,0.0,0.0,0.0
وینچوان کی طرف جانے والی کتنی شاہراہوں کو نقصان پہنچا؟,تمام شاہراہوں,0.5202805399894714,0.6741684675216675,0.0,0.0,0.0,0.32333892583847046,0.6741684675216675,0.0,0.0,0.0
زلزلے کی پیش گوئی کس قسم کا مسئلہ ہے؟,ایک عالمی مسئلہ,0.6503779888153076,0.7952876091003418,0.0,0.0,0.0,0.8342622518539429,0.76014244556427,0.0,0.0,0.0
زلزلے کے بعد کیا کاٹا گیا تھا؟,ٹیلی کمیونیکیشنز,0.7405465841293335,0.5528854131698608,0.0,0.0,0.0,0.4047575891017914,0.6367518901824951,0.0,0.0,0.0
وہ کمپنیاں کہاں واقع تھیں جن کی اسٹاک ٹریڈنگ معطل کردی گئی تھی؟,جنوب مغربی چین,0.5293487310409546,0.6524534821510315,0.0,0.0,0.0,0.7731033563613892,0.35861968994140625,0.0,0.0,0.0
چین موبائل نے کتنے بیس اسٹیشنوں کو معطل کر دیا ہے؟,2300,0.5235597491264343,0.7899867296218872,0.0,0.0,0.0,0.6420028209686279,0.7809011936187744,0.0,0.0,0.0
انٹرنیٹ کہاں کاٹ دیا گیا تھا؟,سیچوان علاقے,0.49195578694343567,0.8322280645370483,0.0,0.0,0.0,0.34254467487335205,0.845251202583313,0.0,0.0,1.0
سیچوان میں کتنے وائرلیس مواصلات ناکام ہوگئے؟,نصف,0.7977615594863892,0.7608649730682373,0.0,0.0,0.0,0.6230125427246094,0.3755289316177368,0.0,0.0,0.0
وہ خوف کیا تھا جس کی وجہ سے 200،000 لوگوں کو میانیانگ سے نکال دیا گیا تھا؟,ڈیم پھٹنے,0.3619379997253418,0.7460808753967285,0.0,0.0,0.0,0.7276211977005005,0.7016413807868958,0.0,0.0,0.0
وینچوان میں کون سی شاہراہیں تباہ ہوئیں؟,تمام شاہراہوں,0.5911456942558289,0.6927064657211304,0.0,0.0,0.0,0.32506895065307617,0.6927064657211304,0.0,0.0,0.0
جنوبی سیچوان زلزلے کی شدت کتنی تھی؟,Ms 6.1,0.6983755826950073,0.7728439569473267,0.0,0.0,0.0,0.7678918838500977,0.8131178021430969,0.0,0.0,0.0
حکام کس جگہ سے رابطہ نہیں کر سکتے تھے؟,ولونگ نیشنل نیچر ریزرو,0.1543537974357605,0.6346189975738525,0.0,0.0,0.0,0.5366799235343933,0.495708167552948,0.0,0.0,0.0
بیچون فالٹ میں اوسط عمودی سلپ کیا تھا؟,3.5 میٹر,0.8203786611557007,0.6701152324676514,0.0,0.0,0.0,0.526607871055603,0.6914433836936951,0.0,0.0,0.0
ریلے کا انعقاد کہاں ہونا تھا؟,ننگبو,0.4974857568740845,0.3016171455383301,0.0,0.0,0.0,0.6597344875335693,0.14783304929733276,0.0,0.0,0.0
بیچوان فالٹ میں اوسط سلپ کیا ہے؟,3.5 میٹر,0.7963590621948242,0.5154321193695068,0.0,0.0,0.0,0.885787844657898,0.3631689250469208,0.0,0.0,0.0
زلزلے سے متاثرہ امدادی کارکنوں کی تعداد کتنی تھی؟,158,0.7693196535110474,0.8275891542434692,0.0,0.0,0.0,0.7193416357040405,0.8275891542434692,0.0,0.0,0.0
پاور پلانٹ سے اوپر کی طرف کیا گر سکتا ہے؟,ٹولونگ ذخیرہ,0.5234922766685486,0.9027279615402222,0.0,0.0,0.0,0.19835883378982544,0.6393723487854004,0.0,0.0,0.0
چارٹرڈ پرواز کس ہوائی اڈے سے روانہ ہوئی؟,تائیوان تاؤ یوآن بین الاقوامی ہوائی اڈے,0.7699646353721619,0.6638797521591187,0.0,0.0,0.0,0.6675047874450684,0.8349307775497437,0.0,0.0,0.0
زلزلے سے بچ جانے والوں کو فراہم کرنے کے لئے چین کی حکومت کو کیا ذمہ دار ہونا چاہئے؟,طبی علاج,0.5168728828430176,0.5669693946838379,0.0,0.0,0.0,0.7501330375671387,0.8863837718963623,0.0,0.0,0.0
سیچوان میں کتنے لوگ مر گئے؟,68،636,0.4193528890609741,0.5183931589126587,0.0,0.0,0.0,0.7295811176300049,0.5558698177337646,0.0,0.0,0.0
زلزلے کا مرکز کہاں تھا؟,وینچوان کاؤنٹی ، سیچوان,0.7221988439559937,0.8364255428314209,0.0,0.0,0.0,0.7181648015975952,0.6708822846412659,0.0,0.0,0.0
زلزلہ کس دن آیا؟,12 مئی,0.5637931823730469,0.5342441201210022,0.0,0.0,0.0,0.289767861366272,0.5447468757629395,0.0,0.0,0.0
سیچوان جیسے اندرونی علاقوں میں غریب کیا ہے؟,صحت کی دیکھ بھال,0.4300883710384369,0.709309458732605,0.0,0.0,0.0,0.4104081392288208,0.709309458732605,1.0,1.0,0.0
بیچوان کاؤنٹی میں کتنے لوگ زخمی ہوئے تھے؟,1،000,0.36728939414024353,0.5525335073471069,0.0,0.0,0.0,0.29750052094459534,0.5885212421417236,0.0,0.0,0.0
زلزلے کی پہلی سالگرہ کے موقع پر چین نے کیا کیا؟,ایک لمحے کی خاموشی,0.798043966293335,0.7202694416046143,0.0,0.0,0.0,0.877339243888855,0.7769405841827393,0.0,0.0,0.0
امریکہ نے سیٹلائٹ کی تصاویر کس کے ساتھ شیئر کیں؟,چینی حکام,0.5278018712997437,0.5596461296081543,0.0,0.0,0.0,0.5937211513519287,0.604769229888916,0.0,0.0,0.0
ریسکیو ہیلی کاپٹروں کو لینڈنگ میں دشواری کہاں ہوئی؟,ونچوان,0.7271966934204102,0.7681237459182739,0.0,0.0,0.0,0.7947888970375061,0.7681237459182739,0.0,0.0,0.0
کتنے چینی فوجیوں کی بچاؤ کی کوششوں میں ملوث تھے؟,135،000,0.6760662794113159,0.6628910899162292,0.0,0.0,0.0,0.7507757544517517,0.6856780052185059,0.0,0.0,0.0
کس شخص نے زلزلے کے مرکز کے قریب ہیلی کاپٹروں کے لئے لینڈنگ کا مقام تجویز کیا؟,ایک طالب علم,0.6877518892288208,0.6350498199462891,0.0,0.0,0.0,-0.06041186675429344,-0.04508316516876221,0.0,0.0,0.0
یہ کتنی دیر کے لئے کھول دیا گیا تھا؟,تین دن,0.3690456748008728,0.42352649569511414,0.0,0.0,0.0,0.24209165573120117,0.7167762517929077,0.0,0.0,0.0
صرف سیچوان صوبے میں کتنے لوگوں کی موت کی تصدیق کی گئی ہے؟,68،636,0.483634352684021,0.6051681041717529,0.0,0.0,0.0,0.7263330221176147,0.5487575531005859,0.0,0.0,0.0
ریڈ کراس کی کون سی ٹیم 16 مئی کو تائی پے سے روانہ ہوئی,نجات ٹیم,0.5939047932624817,0.6239973902702332,0.0,0.0,0.0,0.016845161095261574,0.519730806350708,0.0,0.0,0.0
کن کمپنیوں نے یہ پیسے وصول کیے؟,چائنا یونیکوم اور چائنا موبائل,0.5603377223014832,0.5961757898330688,0.0,0.0,0.0,-0.028133735060691833,0.2971688508987427,0.0,0.0,0.0
زلزلے کے بعد، چین میں کہاں سے لوگوں نے عطیات دیئے؟,پورے سرزمین چین,0.791753351688385,0.7223590612411499,0.0,0.0,0.0,0.842995285987854,0.6600103974342346,0.0,0.0,0.0
بہت سے لوگوں نے موبائل فون کا استعمال کرتے ہوئے عطیہ کیسے کیا؟,ٹیکسٹ میسجنگ,0.6152023077011108,0.8412837386131287,0.0,0.0,0.0,0.6792715787887573,0.823361873626709,0.0,0.0,0.0
زلزلے سے بچ جانے والوں کے لیے رقم اکٹھی کرنے کے لیے کس طرح کی تقریب کا انعقاد کیا گیا؟,کئی کنسرٹ,0.7950565814971924,0.8677506446838379,0.0,0.0,0.0,0.793061375617981,0.8671141862869263,0.0,0.0,0.0
خاموشی کے لمحے کے دوران کیا رک گیا؟,کاریں اور ٹرک,0.5714375376701355,0.6781545877456665,0.0,0.0,0.0,0.6091508865356445,0.7215675115585327,0.0,0.0,0.0
سوگ کی مدت کے دوران کیا معطل کیا گیا تھا؟,بیجنگ اولمپک مشعل ریلے,0.3920968174934387,0.31042301654815674,0.0,0.0,0.0,0.26757919788360596,0.37711843848228455,0.0,0.0,0.0
کتنے پانڈا ریزرو سے فرار ہو گئے؟,چھ,0.6938387155532837,0.8057681322097778,0.0,0.0,0.0,0.6704488396644592,0.7947620153427124,0.0,0.0,0.0
بیچوان کاؤنٹی میں کتنے باشندے مارے گئے تھے؟,3،000 سے 5،000,0.41628897190093994,0.5199743509292603,0.0,0.0,0.0,0.5339245200157166,0.5205324292182922,0.0,0.0,0.0
زلزلے میں کتنے اسکول کے کمرے گر گئے؟,7،000,0.786369800567627,0.8208136558532715,0.0,0.0,0.0,0.8215312957763672,0.6489073634147644,0.0,0.0,0.0
اسکول کی ہلاکتوں کے تحت ایک تحقیقات کب ہوئی؟,دسمبر 2008,0.3102675676345825,0.32576408982276917,0.0,0.0,0.0,0.3878658413887024,0.6401517391204834,1.0,1.0,0.0
صوبے میں کتنی اسکول کی عمارتیں گر گئیں؟,7،000,0.6116943359375,0.7683953642845154,0.0,0.0,0.0,0.8796620965003967,0.7464606761932373,0.0,0.0,0.0
بہت سی ویب سائٹس نے اپنے ہوم پیجز کو کس رنگ میں تبدیل کیا؟,سیاہ اور سفید,0.34943872690200806,0.7420365810394287,0.0,0.0,0.0,0.6674050092697144,0.7420365810394287,0.0,0.0,0.0
اسکول کی ہلاکتوں کے بارے میں بلاگ کون رکھتا تھا؟,آئی ویوی,0.71256023645401,0.567211389541626,0.0,0.0,0.0,0.591252326965332,0.7960115671157837,1.0,1.0,0.0
زلزلے میں ہلاک ہونے والے طلباء کی سرکاری تعداد کب جاری کی گئی؟,7 مئی 2009,0.8681659698486328,0.8582025766372681,0.0,0.0,0.0,0.8336144089698792,0.815501868724823,0.0,0.0,0.0
30 اگست 2008 کا زلزلہ کہاں ہوا تھا؟,جنوبی سیچوان,0.49163180589675903,0.7746132016181946,0.0,0.0,0.0,0.44494134187698364,0.8159523010253906,0.0,0.0,0.0
نائب وزیر صحت کون تھا؟,گاؤ چیانگ,0.5613349080085754,0.8332988023757935,0.0,0.0,0.0,0.4425992965698242,0.6043282747268677,0.0,0.0,0.0
کون سا فطرت مرکز کٹ آف تھا؟,ولونگ نیشنل نیچر ریزرو,0.17740580439567566,0.5009276866912842,0.0,0.0,0.0,0.5283437967300415,0.14292196929454803,0.0,0.0,0.0
زلزلے کی وجہ سے، کتنے لوگوں کے پاس رہائش نہیں تھی؟,کم از کم 5 ملین,0.4910237193107605,0.5720118880271912,0.0,0.0,0.0,0.7251266837120056,0.7482890486717224,0.0,0.0,0.0
سانگزاؤ مڈل اسکول کہاں ہے؟,سانگزاؤ,0.5641442537307739,0.7549657225608826,0.0,0.0,0.0,0.5081403851509094,0.6184410452842712,0.0,0.0,0.0
زلزلے کے بعد اسکولوں میں کیا کام کیا جانا تھا؟,سیفٹی چیک,0.7357324361801147,0.5922205448150635,0.0,0.0,0.0,0.7894260287284851,0.6750127077102661,0.0,0.0,0.0
جارجیا ٹیک میں سول اور ماحولیاتی انجینئرنگ کے پروفیسر کون تھے؟,ریجنالڈ ڈیس روچس,0.4066091775894165,0.8941715955734253,0.0,0.0,0.0,0.14280560612678528,0.607316792011261,0.0,0.0,0.0
کس گروپ نے اطلاع دی کہ چینی پراسیکیوٹرز اسکول کی عمارت کے گرنے کی تحقیقات میں ملوث تھے؟,رائٹرز,0.722358226776123,0.8876655101776123,0.0,0.0,0.0,0.4984515905380249,0.8522597551345825,0.0,0.0,0.0
سیچوان میں زلزلے سے کتنے خنزیر مر گئے ؟,ایک ملین,0.748060941696167,0.7635630369186401,0.0,0.0,0.0,0.29537108540534973,0.6011962890625,0.0,0.0,0.0
لیو Shaokun کے پیشے کیا تھا؟,سیچوان اسکول ٹیچر,0.4253729581832886,0.5404152870178223,0.0,0.0,0.0,0.5528966784477234,0.6491144299507141,0.0,0.0,0.0
اسے کیا سزا دی گئی تھی ؟,ایک سال کی دوبارہ تعلیم,0.5392298698425293,0.5912989377975464,0.0,0.0,0.0,0.2145942747592926,0.5912989377975464,0.0,0.0,0.0
کون سا فاؤنڈیشن بیجنگ کی مدد کرنا چاہتا تھا؟,ٹزو چی فاؤنڈیشن,0.6448092460632324,0.8033801317214966,0.0,0.0,0.0,0.5859657526016235,0.8597502112388611,0.0,0.0,0.0
سیچوان زلزلے کی شدت کتنی تھی؟,7.9,0.6977066993713379,0.7640759348869324,0.0,0.0,0.0,0.7974418997764587,0.7658182978630066,0.0,0.0,0.0
ریڈ کراس نے کیا کارروائی کی سفارش کی؟,نقد عطیہ,0.36938512325286865,0.4636983275413513,0.0,0.0,0.0,0.603792667388916,0.4524243474006653,0.0,0.0,0.0
یونیسیف نے کیا اطلاع دی؟,کہ چین نے متاثرہ خاندانوں کی ضروریات کا جواب دینے کے لئے بین الاقوامی برادری کی حمایت کی باضابطہ درخواست کی ہے۔,0.6787612438201904,0.03658163547515869,0.0,0.0,0.0,0.8623676896095276,0.05199631303548813,0.0,0.0,0.0
کیا سائنسی برادری اس بات پر متفق ہے کہ زلزلے کی پیش گوئی ممکن ہے؟,کوئی اتفاق رائے,0.6646436452865601,0.7490190863609314,0.0,0.0,0.0,0.864111602306366,0.7986810207366943,0.0,0.0,0.0
فاؤنڈیشن کہاں مقیم تھی؟,تائیوان,0.20439735054969788,0.591151237487793,0.0,0.0,0.0,0.3402855694293976,0.5953092575073242,0.0,0.0,1.0
امدادی کارروائی میں استعمال ہونے والے طیاروں کی کل تعداد کتنی ہے؟,150 سے زیادہ,0.7760462760925293,0.8721054792404175,0.0,0.0,0.0,0.6012173891067505,0.853994607925415,0.0,0.0,1.0
چین نے کیا کہا کہ وہ قبول کریں گے؟,بین الاقوامی مدد,0.6073269844055176,0.6042004823684692,0.0,0.0,0.0,0.538765549659729,0.6084051132202148,0.0,0.0,0.0
کس مسئلے نے امدادی ٹیموں کو متاثرہ علاقوں تک پہنچنے سے روک دیا؟,زمین پھٹنے,0.48939430713653564,0.5049686431884766,0.0,0.0,0.0,0.4611886143684387,0.613320529460907,0.0,0.0,0.0
کتنے جھٹکے 4.0 ایم ایس سے 4.9 ایم ایس تک تھے؟,246,0.5299856066703796,0.7112786769866943,0.0,0.0,0.0,0.4600942134857178,0.7953138947486877,0.0,0.0,0.0
