chunk,question,answer
212,پارلیمنٹ میں کون سی سیاسی جماعتوں نے مشترکہ طور پر قومی اسمبلی کے اجلاس میں وقفے کی درخواست کی؟,"یو ایم پی، سوشلسٹس، نیو سینئر، کمیونسٹوں، ڈیموکریٹک موومنٹ (مرکز) اور گرینز نے مشترکہ طور پر قومی اسمبلی کے اجلاس میں وقفے کی درخواست کی۔"
212,قومی اسمبلی کے اجلاس میں وقفے کی درخواست کیوں منظور کی گئی؟,وقفے کی درخواست اس لیے منظور کی گئی تاکہ ممبران پارلیمنٹ باہر نکل سکیں اور ایک بینر کھول سکیں۔
212,احتجاج کرنے والے ممبران نے کیا نعرہ لگایا؟,احتجاج کرنے والے ممبران نے آزادی کا نعرہ لگایا۔
212,فرانسیسی پولیس نے مظاہرین کے حوالے سے کیا اقدام کیا؟,فرانسیسی پولیس نے مظاہرین کے ساتھ پیش آنے والے واقعات کے لیے تنقید کا نشانہ بنایا اور خاص طور پر مظاہرین سے تبتی جھندوں کو ضبط کرنے کے لیے اقدامات کیے۔
212,پولیس نے چینیوں کے حوالے سے کیا بیان دیا؟,پولیس نے کہا کہ صرف چینیوں کو اظہار رائے کی آزادی دی گئی۔
213,وزیر داخلہ مشیل ایلیوٹ نے پولیس کو کیا حکم دیا تھا؟,"وزیر داخلہ مشیل ایلیوٹ نے پولیس کو ایسا کرنے کا حکم نہیں دیا تھا، اور انہوں نے اپنی پہل پر کام کیا تھا۔"
213,فرانس میں ایک پولیس افسر نے کیا کیا؟,"فرانس میں ایک پولیس افسر نے ایک کیمرا مین کو چہرے پر مارا، جس سے وہ بے ہوش ہوگیا اور اسے اسپتال بھیجنا پڑا۔"
213,سان فرانسسکو بورڈ آف سپروائزرز نے کب اور کیا منظوری دی؟,"سان فرانسسکو بورڈ آف سپروائزرز نے یکم اپریل، 2008 کو ایک قرارداد کی منظوری دی جس میں انسانی حقوق کے خدشات کو حل کیا گیا تھا۔"
213,اس قرارداد میں چین کی طرف سے کیا بات شامل تھی؟,"اس قرارداد میں چین کی طرف سے بین الاقوامی برادری، بشمول سان فرانسسکو کے شہریوں کے ساتھ اپنے ماضی کے سنگین وعدوں کو پورا کرنے میں ناکامی پر تشویش اور احتجاج کا ذکر کیا گیا تھا۔"
213,چین اور مقبوضہ تبت میں انسانی حقوق کی خلاف ورزیوں کو روکنے کے لئے کیا کیا جائے گا؟,چین اور مقبوضہ تبت میں انسانی حقوق کی خلاف ورزیوں کو روکنے کے لئے خیرمقدم کیا جائے گا۔
214,8 اپریل کو کس شہر میں متعدد احتجاجوں کی منصوبہ بندی کی گئی تھی؟,8 اپریل کو ائوام متحدہ پلاسہ میں متعدد احتجاجوں کی منصوبہ بندی کی گئی تھی۔
214,احتجاج کی قیادت کس نے کی؟,احتجاج کی قیادت اداکار رچرڈ گیر اور آرچ بشپ ڈیسمنڈ ٹوٹو نے کی۔
214,احتجاج کا ایک اہم واقعہ کہاں ہوا؟,"احتجاج کا ایک اہم واقعہ سان فرانسسکو، کیلیفورنیا میں ہوا۔"
214,احتجاج کے دوران کس چیز کی تبدیلی کی گئی؟,احتجاج کے دوران مشعل کو ایک غیر اعلانیہ راستے پر موڑ دیا گیا۔
214,احتجاج کے دوران چینی حامیوں کے خلاف کیا اجازت دی گئی؟,احتجاج کے دوران چینی حامیوں اور چین کے خلاف مظاہرین سے بچنے کی اجازت دی گئی۔
215,لوگوں کی ناراضگی کا سبب کیا ہے؟,لوگوں کی ناراضگی کا سبب یہ ہے کہ جسن ہرمن پلازہ میں اختتامی تقریب نہیں ہوئی۔
215,سان فرانسسکو بورڈ آف سپروائزرز کے صدر نے کیا کہا؟,سان فرانسسکو بورڈ آف سپروائزرز کے صدر آرون پیسکن نے کہا کہ یہ پیسہ کے ناقابل یقین اثر و رسوخ کی وجہ سے بش اسٹیٹ ڈپارٹمنٹ اور چینی حکومت کو خوش کرنے کا ایک cynical منصوبہ تھا۔
215,نیوزوم کا کیا خیال ہے؟,نیوزوم کا خیال ہے کہ یہ ہر ایک کے بہترین مفاد میں ہے اور ان کا خیال ہے کہ راستے میں تبدیلی کے باوجود لوگوں کو احتجاج کرنے اور مشعل کی حمایت کرنے کا حق دیا گیا ہے۔
215,امریکی اولمپک کمیٹی کے سربراہ نے کیا بیان دیا؟,امریکی اولمپک کمیٹی کے سربراہ پیٹر اوبرٹ نے روٹ کی تبدیلیوں کی تعریف کرتے ہوئے کہا کہ عالمی نقطہ نظر سے سان فرانسسکو کے شہر کی تعریف کی جائے گی۔
215,احتجاج کرنے کی کوشش کس نے کی؟,مظاہرین نے احتجاج کرنے کی کوشش کی تاکہ روٹ میں تبدیلی کسی بھی منظم احتجاج کو ناکام بنا سکے۔
216,اس ایونٹ کی میزبان شہر کی لاگت کیا تھی؟,"اس ایونٹ کی میزبان شہر کی لاگت 726,400 امریکی ڈالر بتائی گئی ہے۔"
216,ایونٹ کے ذریعے حاصل کردہ فنڈز کا تقریباً کتنا حصہ نجی فنڈ ریزنگ کے ذریعے آیا؟,تقریباً نصف حصہ نجی فنڈ ریزنگ کے ذریعے حاصل کیا گیا ہے۔
216,پولیس چیف ہیڈر فونگ نے کس چیز کے بارے میں مشاورت کی؟,پولیس چیف ہیڈر فونگ نے روٹ تبدیل کرنے کے فیصلے کے بارے میں مشاورت کی۔
216,ارجنٹائن کے شہر بیونس آئرس میں مشعل ریلی کا آغاز کب ہوا؟,مشعل ریلی کا آغاز 11 اپریل کو ارجنٹائن کے شہر بیونس آئرس میں ہوا۔
216,بیونس آئرس کے میئر نے مشعل کو کس کو دیا؟,بیونس آئرس کے میئر موریسیو میکری نے مشعل کو پہلے مشعل بردار کارلوس ایسپینولا کو دیا۔
217,کلومینر کے راستے میں کون سے تاریخی مقامات شامل تھے؟,اوبلسک اور پلاسہ ڈی میو جیسے تاریخی مقامات کلومینر کے راستے میں شامل تھے۔
217,اس دن ہونے والے احتجاجات میں کیا چیز شامل تھی؟,"اس دن کئی احتجاجات ہوئے، جن میں ایک بڑا بینر شامل تھا جس میں فری تبتی لکھا گیا تھا۔"
217,مظاہرین نے کس چیز کو روشن کیا تھا؟,مظاہرین نے انسانی حقوق کا مشعل روشن کیا تھا۔
217,چینی تارکین وطن نے کس چیز کی حمایت میں نکل آئے تھے؟,چینی تارکین وطن کھیلوں کی حمایت میں نکل آئے تھے۔
217,لوگوں نے پیریڈ کے راستے کو کس چیز سے غسل دیا؟,لوگوں نے پیریڈ کے راستے کو کنفیٹی سے غسل دیا۔
218,شعلے کے پانچ برعظموں کے سفر پر کب اور کہاں منعقد ہوا؟,یہ سفر 6 اپریل 2012 کو لندن میں منعقد ہوا۔
218,شعلے کے سفر کا آغاز کہاں سے ہوا؟,شعلے کے سفر کا آغاز لندن کے شہر سے ہوا۔
218,شعلے کا سفر کب ختم ہوا اور کہاں؟,شعلے کا سفر ایرینا میں ختم ہوا۔
218,شعلے کے سفر کے دوران کتنے میل کا سفر طے کیا گیا؟,شعلے کے سفر کے دوران 30 میل کا سفر طے کیا گیا۔
218,اس سفر کے دوران کون سی اہم مسائل پر احتجاج کیا گیا؟,اس سفر کے دوران تبتی آزادی کے حامیوں اور انسانی حقوق کے حامیوں کے احتجاج پر توجہ دی گئی۔
219,چینی عہدیداروں کو مظاہرین کے بارے میں کیا بیان دیا گیا؟,چینی عہدیداروں نے مظاہرین کو بدسلوکی کرنے والے کے طور پر بیان کیا۔
219,لندن کے میئر نے چینی سیکیورٹی ٹیم کے بارے میں کیا کہا؟,لندن کے میئر نے کہا کہ انہیں پہلے سے معلوم نہیں تھا کہ یہ گنڈے سیکیورٹی خدمات سے ہیں۔
219,میٹروپولٹین پولیس کے برینفنگ پیپر میں سیکیورٹی کی لاگت کیا بتائی گئی؟,"میٹروپولٹین پولیس کے برینفنگ پیپر میں سیکیورٹی کی لاگت £750,000 بتائی گئی۔"
219,مشہور ہندوستانی سماجی کارکن نے ایونٹ میں شرکت سے انکار کیوں کیا؟,مشہور ہندوستانی سماجی کارکن نے کہا کہ وہ اس ایونٹ میں 'کیج والی عورت' کے طور پر نہیں چلنا چاہتے۔
219,15 اپریل کو سہا علی خان نے کیا بیان دیا؟,سہا علی خان نے اولمپک مشعل ریلے سے دستبردار ہونے کی مضبوط ذاتی وجوہات کا حوالہ دیا۔
220,16 اپریل کو دھیلی میں کیا واقعہ پیش آیا؟,"16 اپریل کو دھیلی میں چینی جبر کے خلاف احتجاج کا اہتمام کیا گیا تھا، جسے پولیس نے توڑ دیا۔"
220,18 اپریل کو کیا ہوا؟,18 اپریل کو ریلے اولمپک شعلہ کا تھائی لینڈ کا پہلا دورہ تھا۔
220,ریلے نے کتنے کلومیٹر کا احاطہ کیا؟,ریلے نے صرف 10 کلومیٹر سے زیادہ کا احاطہ کیا۔
220,احتجاج کا مقصد کیا تھا؟,احتجاج کا مقصد چین کی کارروائیوں کے خلاف آواز اٹھانا تھا۔
220,تھائی حکام نے غیر ملکی مظاہرین کے ساتھ کیا کیا؟,تھائی حکام نے غیر ملکی مظاہرین کو گرفتار کرنے اور مستقبل میں تھائی لینڈ میں داخلے پر پابندی لگانے کی دھمکی دی۔
221,تھائی انسانی حقوق کے گروپوں نے کیا اعلان کیا؟,تھائی انسانی حقوق کے گروپوں نے اعلان کیا کہ انہوں نے ریلی کے دوران ایک چھوٹا سا مظاہرہ منعقد کیا۔
221,مظاہرے میں کتنے افراد نے شرکت کی؟,مظاہرے میں کئی سو افراد نے شرکت کی۔
221,چین کی حکومت کے خلاف احتجاج کرنے کے لیے کیا کیا گیا؟,چین کی حکومت کے خلاف احتجاج کرنے کے لیے ریلی کا بائیکاٹ کیا گیا۔
221,طلباء نے میڈیا کو کیا بتایا؟,طلباء نے میڈیا کو بتایا کہ چینی سفارت خانے نے انہیں نقل و حمل فراہم کیا اور انہیں پہننے کے لیے شرٹس دیں۔
221,مظاہرے کے دوران پولیس نے کیا کیا؟,مظاہرے کے دوران پولیس نے مظاہرین کو منتشر کر دیا۔
222,یہ تقریب کہاں منعقد کی گئی تھی؟,یہ تقریب شہر کے مرکزی اسٹیڈیم کے ارد گرد سڑکوں پر منعقد کی گئی تھی۔
222,اس تقریب میں کس وجہ سے ریلی کو منسوخ کیا گیا؟,ریلی کو سیکیورٹی خدشات کی وجہ سے اور چینی سفارت خانے کی درخواست پر منسوخ کیا گیا تھا۔
222,اسٹیڈیم کے اندر کس کو داخلے کی اجازت تھی؟,اسٹیڈیم کے اندر صرف مدعوین اور صحافیوں کو داخلے کی اجازت تھی۔
222,ملائیشیا میں یہ ایونٹ کب منعقد کیا گیا تھا؟,یہ ایونٹ ملائیشیا کے دارالحکومت کوالالمپور میں 21 اپریل کو منعقد کیا گیا تھا۔
222,ملائیشین پولیس نے اس ایونٹ کی حفاظت کے لیے کیا اقدامات کیے؟,ملائیشین پولیس اسپیشل ایکشن اسکواڈ کے 1000 اہلکاروں کی ایک ٹیم نے ایونٹ کی حفاظت کی اور مشعل برداروں کو ساتھ لیا۔
223,ہندوستان نے چین کے مطالبات کو کیوں مسترد کیا؟,"ہندوستان نے چین کے مطالبات کو مسترد کیا کیونکہ مشعل کا راستہ ہندوستان کی 150,000 مضبوط تبتی جلاوطنی برادری سے صاف ہو جائے گا۔"
223,ہندوستانی عہدے داروں کا کیا کہنا ہے کہ ہندوستان ایک جمہوریت ہے؟,"ہندوستانی عہدے داروں نے کہا کہ ہندوستان ایک جمہوریت ہے، اور دھرنے پر مکمل پابندی کا سوال ہی پیدا نہیں ہوتا ہے۔"
223,ہندوستانی عہدے داروں نے اولمپک مقدس شعلہ پروان چڑھانے کی اجازت کیوں دی؟,ہندوستانی عہدے داروں نے اولمپک مقدس شعلہ پروان چڑھانے کی اجازت اس لئے دی کہ وہ اسے انکار نہیں کرتے ہیں۔
223,ہندوستان اور چین کے مابین تعلقات کیسی ہیں؟,ہندوستان اور چین کے مابین تعلقات میں تیزی سے خرابی ہے۔
223,تبتی جلاوطنی حکومت نے اولمپک مشعل ریلی کی حمایت کے بارے میں کیا بیان دیا؟,تبتی جلاوطنی حکومت نے بیان کیا کہ وہ اولمپک مشعل ریلی کی رکاؤٹ کی حمایت نہیں کرتی ہے۔
224,آسٹریلیا میں یہ تقریب کب منعقد ہوئی؟,یہ تقریب 24 اپریل کو آسٹریلوی دارالحکومت کینبرا میں منعقد ہوئی۔
224,تقریب کے دوران کیبنرا کے کتنے کلومیٹر کے علاقے کا احاطہ کیا گیا؟,تقریب کے دوران کینبرا کے وسطی علاقوں میں تقریباً 16 کلومیٹر کا احاطہ کیا گیا۔
224,تقریب میں چینی عہدیداروں نے کیا پیش کیا؟,چینی عہدیداروں نے مقامی آبائی بزرگوں کو امن اور استقبال کے تحفے کے طور پر ایک پیغام کی چھڑی پیش کی۔
224,مظاہرین اور مخالف مظاہرین کو کس نے الگ رکھا؟,آسٹریلوی فیڈرل پولیس نے مظاہرین اور مخالف مظاہرین کو الگ رکھا۔
224,تقریب کی تیاری کے دوران کیا مسئلہ پیش آیا؟,تقریب کی تیاری چینی شعلہ حاضرین کے کردار پر اختلاف رائے کی وجہ سے خراب ہوئی۔
225,ریلے نے کتنے کلومیٹر کا احاطہ کیا؟,ریلے نے 20 کلومیٹر کا احاطہ کیا۔
225,آیا اس واقعے کے حوالے سے کوئی احتجاج یا واقعات کی اطلاع دی گئی؟,"نہیں، کوئی احتجاج یا واقعات کی اطلاع نہیں دی گئی۔"
225,مشعل برداروں میں سے ایک شامی اداکار کا کیا نام ہے؟,مشعل برداروں میں سے ایک شامی اداکار کا نام سلف فوخرجی ہے۔
225,شہر کی حکومت نے کس قسم کا سیکیورٹی آپریشنل ڈیزائن کیا؟,شہر کی حکومت نے ایک پیچیدہ سیکیورٹی آپریشنل ڈیزائن کیا جس میں 1200 پولیس افسران اور 3000 دیگر افراد شامل تھے۔
225,اولمپک شعلہ ریلے کی حفاظت کے لیے کتنے افراد شامل تھے؟,اولمپک شعلہ ریلے کی حفاظت کے لیے 1200 پولیس افسران اور 3000 دیگر افراد شامل تھے۔
226,اَحْتِجاج کی نوعیت کیا تھی؟,"اَحْتِجاج کی نوعیت مختلف تھی، جس میں اولمپک شعلہ بجھانے کی کوشش کے دوران کئی وائر بالون پھینکنے اور چینی تارکین وطن کمیونٹیز کے مظاہرین اور حامیوں کے مابین معمولی جھگڑے شامل تھے۔"
226,13 اپریل کو مشعل کا واحد آغاز کہاں ہوا؟,"13 اپریل کو مشعل کا واحد آغاز دارالسلام، افریقہ میں ہوا۔"
226,ریلے کا آغاز کہاں سے ہوا؟,ریلے کا آغاز تزارا ریلویز کے گرینڈ ٹرمینل سے ہوا۔
226,اولمپک پرچم لہرانے کے موقع پر کتنے افراد نے ریلے کی پیروی کی؟,تقریباً ایک ہزار افراد نے ریلے کی پیروی کی۔
226,اَحْتِجاج کا ایک مشہور مثال کیا ہے؟,"اَحْتِجاج کا ایک مشہور مثال انسانی حقوق کی خلاف ورزیوں کے خلاف اَحْتِجاج ہے، جس میں نوبل امن انعام یافتہ ونگاری مااتھائی کی مشعل برداروں کی فہرست سے دستبردار ہونا شامل ہے۔"
227,ریلے نے کتنے کلومیٹر کا احاطہ کیا؟,ریلے نے 20 کلومیٹر کا احاطہ کیا۔
227,کیا کوئی احتجاج یا واقعات کی اطلاع ملی؟,"نہیں، کوئی احتجاج یا واقعات کی اطلاع نہیں ملی۔"
227,مشعل برداروں میں سے کس نے اداکاری کی؟,مشعل برداروں میں سے ایک شامی اداکارہ سلف فوخری تھی۔
227,ریلے کو کیوں منسوخ کیا گیا؟,ریلے کو سیکیورٹی خدشات کی وجہ سے منسوخ کیا گیا۔
227,اسٹیڈیم کے اندر کس کو داخل کیا گیا؟,اسٹیڈیم کے اندر صرف مدعوین اور صحافیوں کو داخل کیا گیا۔
228,17 اپریل کو نئی دہلی میں کیا واقعہ پیش آیا؟,17 اپریل کو نئی دہلی میں ریلوے کو صرف 2.3 کلومیٹر (1.5 میل) تک کاٹا گیا تھا جس کے نتیجے میں مظاہرے ہوئے۔
228,مظاہروں کی وجہ کیا تھی؟,مظاہروں کی وجہ تبت کے حامیوں کی خدشات تھیں۔
228,اس واقعہ کے دوران عوام کو کیا اجازت نہیں دی گئی؟,عوام کو ریلوے میں اجازت نہیں دی گئی تھی۔
228,مظاہرے کرنے والے افراد میں کون کون شامل تھے؟,"مظاہرے کرنے والوں میں پانچ مطلوبہ مشعل بردار شامل تھے، جن میں کرن بیڈی، سوہا علی خان، سچن ٹنڈولکر، بائیکونگ بھوئیاں اور سنیل گواسکر شامل تھے۔"
228,ہندوستانی قومی فٹ بال کپتان نے کیا بیان دیا؟,جواب: ہندوستانی قومی فٹ بال کپتان بائیکونگ بھوئیاں نے تبت پر خدشات کا حوالہ دیتے ہوئے مشعل ریلی کے ہندوستانی حصے میں حصہ لینے سے انکار کردیا۔
229,بھوئنیہ کون ہے اور اس نے کیا بیان کیا ہے؟,بھوئنیہ ایک سکماعی ہے جس نے مشعل لے کر دوڑنے سے انکار کردیا ہے۔
229,عامر خان نے اپنے ذاتی بلاگ پر کیا بیان کیا؟,عامر خان نے بیان کیا کہ اولمپک کھیل چین سے تعلق نہیں رکھتے اور انسانی حقوق کی خلاف ورزیوں کا شکار ہیں۔
229,راہل گاندھی نے مشعل لے جانے سے کیوں انکار کیا؟,راہل گاندھی نے مشعل لے جانے سے انکار کردیا ہے۔
229,مشعل ریلی کا شمالی امریکی حصہ کب ہوا؟,"مشعل ریلی کا شمالی امریکی حصہ 9 اپریل کو سان فرانسسکو، کیلیفورنیا میں ہوا۔"
229,مشعل کو کس نے پہلے مشعل بردار کے طور پر پیش کیا؟,مشعل کو پہلے مشعل بردار کے طور پر امریکی اولمپک کمیٹی کے نارمن بلنگہم نے پیش کیا۔
230,جیسن ہرمن پلازہ میں کیا منصوبہ بند اختتامی تقریب منسوخ کی گئی؟,"جی ہاں، جیسن ہرمن پلازہ میں منصوبہ بند اختتامی تقریب منسوخ کر دی گئی۔"
230,منسوخ شدہ تقریب کے بجائے کس تقریب کا انعقاد کیا گیا؟,منسوخ شدہ تقریب کے بجائے سان فرانسسکو بین الاقوامی ہوائی اڈے پر ایک تقریب منعقد کی گئی۔
230,تقریب میں کیا خاص چیز روانہ ہونے کی توقع تھی؟,تقریب میں مشعل کو بیونس آئرس کے لیے روانہ ہونے کی توقع تھی۔
230,لوگوں کو کب پتہ چلا کہ جیسن ہرمن پلازہ میں اختتامی تقریب نہیں ہوگی؟,لوگوں کو تب پتہ چلا جب انہیں معلوم ہوا کہ جیسن ہرمن پلازہ میں اختتامی تقریب نہیں ہوگی۔
230,آرون پیسکن نے منظم احتجاج کو ناکام بنانے کی کوشش کے بارے میں کیا کہا؟,آرون پیسکن نے کہا کہ روٹ میں تبدیلی کسی بھی منظم احتجاج کو ناکام بنانے کی کوشش تھی۔
231,نیوزوم نے کیا کہا ہے کہ لوگوں کے لیے کیا حق دیا گیا ہے؟,نیوزوم نے کہا ہے کہ لوگوں کو احتجاج کرنے اور مشعل کی حمایت کرنے کا حق دیا گیا ہے۔
231,امریکی اولمپک کمیٹی کے سربراہ نے روٹ کی تبدیلیوں کی کیا تعریف کی؟,پیٹر اوبروٹ نے روٹ کی تبدیلیوں کی تعریف کرتے ہوئے کہا کہ عالمی نقطہ نظر سے سان فرانسسکو کے شہر کی تعریف کی جائے گی۔
231,اس ایونٹ کی میزبانی کے لیے شہر کی لاگت کیا بتائی گئی ہے؟,"اس ایونٹ کی میزبانی کے لیے شہر کی لاگت 726,400 امریکی ڈالر بتائی گئی ہے۔"
231,میئر گیون نیوزوم نے پولیس چیف ہیڈر فونگ کے ساتھ کیا مشاورت کی؟,میئر گیون نیوزوم نے پولیس چیف ہیڈر فونگ کے ساتھ مشاورت کے بعد روٹ تبدیل کرنے کے فیصلے سے بڑے پیمانے پر گرفتاریوں سے متعلق اخراجات سے گریز کیا گیا تھا۔
231,ایونٹ کے دوران لوگوں کی کیسی حالت تھی؟,ایونٹ کے دوران لوگ حیران اور خوش تھے جیسے کہ سی بی ایس اور این بی سی کی براہ راست ویڈیو سے دکھایا گیا۔
232,سان فرانسسکو بورڈ آف سپروائزرز نے کب اور کس موضوع پر قرارداد کی منظوری دی؟,سان فرانسسکو بورڈ آف سپروائزرز نے یکم اپریل 2008 کو انسانی حقوق کے خدشات کو حل کرنے کے لیے قرارداد کی منظوری دی۔
232,بیجنگ اولمپک مشعل کب سان فرانسسکو پہنچی؟,بیجنگ اولمپک مشعل 9 اپریل کو سان فرانسسکو پہنچی۔
232,چین کی طرف سے انسانی حقوق کی خلاف ورزیوں کے بارے میں کیا تشویش ظاہر کی گئی؟,"چین کی طرف سے بین الاقوامی برادری، بشمول سان فرانسسکو کے شہریوں کے ساتھ اپنے ماضی کے سنگین وعدوں کو پورا کرنے میں ناکامی پر تشویش اور احتجاج کے ساتھ مشعل کا خیرمقدم کیا جائے گا۔"
232,8 اپریل کو کیا ہوا؟,8 اپریل کو متعدد احتجاجوں کی منصوبہ بندی کی گئی تھی جن میں ایک شہر کے اقوام متحدہ پلازہ میں اداکار رچرڈ گیر اور آرچ بشپ ڈیسمنڈ ٹوٹو کی قیادت میں شامل تھے۔
232,دارالسلام افریقہ میں 8 اپریل کو کیا واقعہ پیش آیا؟,دارالسلام افریقہ میں 8 اپریل کو مشعل کا واحد اسٹاپ تھا۔
233,ریلے کا آغاز کہاں سے ہوا؟,ریلے کا آغاز نازارا ریلوے کے گرینڈ ٹرمینل سے ہوا۔
233,نازارا ریلوے کا منصوبہ کب شروع ہوا؟,نازارا ریلوے کا منصوبہ 1970 کی دہائی میں شروع ہوا۔
233,تقریباً کتنے افراد نے ریلے کی پیروی کی؟,تقریباً ایک ہزار افراد نے ریلے کی پیروی کی۔
233,انسانی حقوق کی خلاف ورزیوں کے خلاف احتجاج کی ایک مثال کیا ہے؟,انسانی حقوق کی خلاف ورزیوں کے خلاف احتجاج کی ایک مثال تبتی میں احتجاج ہے۔
233,ارجنائنس کے کارکنوں نے کس بات کا اعلان کیا؟,ارجنائنس کے کارکنوں نے اعلان کیا کہ وہ اولمپک مشعل کو نہیں بجھائیں گے۔
234,بایونس آئرز میں کیا حیرت انگیز اقدام کیے گئے ہیں؟,"بایونس آئرز میں حیرت انگیز اقدامات کیے گئے ہیں، لیکن یہ سب پرامن ہیں۔"
234,مظاہرین نے کس متبادل مارچ کا اہتمام کیا؟,مظاہرین نے ایک متبادل مارچ کا اہتمام کیا جو اوبلسک سے شروع ہوا۔
234,ہیومن رائٹس مشعل کا مقصد کیا ہے؟,ہیومن رائٹس مشعل کا مقصد اولمپک کھیلوں اور چین میں وسیع پیمانے پر انسانی حقوق کی خلاف ورزیوں کے درمیان تضاد کو ظاہر کرنا ہے۔
234,ارجنٹائن کے کارکنوں نے پریس کانفرنس میں کیا کہا؟,ارجنٹائن کے کارکنوں نے پریس کانفرنس میں کہا کہ وہ پیرس اور لندن میں مظاہرین کی طرح مشعل کے شعلے کو بجھانے کی کوشش نہیں کریں گے۔
234,کارکنان نے اولمپک مشعل کے بارے میں کیا اعلان کیا؟,کارکنان نے اعلان کیا کہ وہ اولمپک مشعل کو نہیں بجھائیں گے۔
235,بایونس آئرز میں کون سی اہم سرگرمیوں کا انعقاد کیا گیا؟,"بایونس آئرز میں حیرت انگیز اقدامات کیے گئے، جن میں مظاہرے شامل ہیں۔"
235,مظاہرین نے کس چیز کا مطالبہ کیا؟,مظاہرین نے انسانی حقوق کا مطالبہ کیا۔
235,'ہیومن رائٹس مشعل ریلی' کا مقصد کیا تھا؟,'ہیومن رائٹس مشعل ریلی' کا مقصد اولمپک کھیلوں اور چین میں وسیع پیمانے پر انسانی حقوق کی خلاف ورزیوں کے درمیان تضاد کو ظاہر کرنا تھا۔
235,یہ ریلی کب منعقد کی گئی؟,یہ ریلی 21 اپریل کو ملائشیا میں منعقد کی گئی۔
235,کلومینر لمبی ریلی کی تاریخ کیا ہے؟,کلومینر لمبی ریلی تاریخی آزادی اسکوائر سے شروع ہوئی۔
236,اوﻟﻣﭘﮏ ﺷﻌﻠہ کس مقام کے پاس گزرتا ہے؟,"اوﻟﻣﭘﮏ ﺷﻌﻠہ پارلیمینٹ ہاؤس، نیشنل مسجد، کے ایئل ٹاور اور مَرڈیکا کے پاس گزرتا ہے۔"
236,اس ایونٹ کی حفاظت کے لیے کتنے اہلکاروں کی ایک ٹیم تشکیل دی گئی تھی؟,اس ایونٹ کی حفاظت کے لیے ملائیشیا پولیس اسپیشل ایکشن اسکواڈ کے 1000 اہلکاروں کی ایک ٹیم تشکیل دی گئی تھی۔
236,آخری بار ملائیشیا میں اولمپک مشعل کب ریلے گئی تھی؟,آخری بار ملائیشیا میں اولمپک مشعل 1964 میں ریلے گئی تھی۔
236,ریلے میں کس مقام کا احاطہ کیا گیا تھا؟,"ریلے میں صرف 10 کلومیٹر سے زیادہ کا احاطہ کیا گیا تھا، جس میں بینکاک کا چیناہ ٹاؤن بھی شامل تھا۔"
236,مشعل کو کون سی یادگاروں کے پاس لے جایا گیا تھا؟,"مشعل کو جمہوریت کی یادگار، چترالادا محل اور شہر کے متعدد دیگر مقامات کے پاس لے جایا گیا تھا۔"
237,تھائی حکام نے غیر ملکی مظاہرین کے خلاف کیا اقدام کیا؟,تھائی حکام نے غیر ملکی مظاہرین کو گرفتار کرنے اور تھائی لینڈ میں داخلے پر پابندی لگانے کی دھمکی دی۔
237,انسانی حقوق کے گروپوں نے کیا اعلان کیا؟,انسانی حقوق کے گروپوں کے ایک اتحاد نے اعلان کیا کہ وہ ریلے کے دوران ایک چھوٹا سا مظاہرہ منعقد کریں گے۔
237,مظاہرے میں کتنے افراد نے شرکت کی؟,مظاہرے میں کئی سو افراد نے بیجنگ کے حامیوں کا سامنا کرتے ہوئے احتجاج میں حصہ لیا۔
237,طلباء نے میڈیا کو کیا بتایا؟,طلباء نے میڈیا کو بتایا کہ چینی سفارت خانہ نے انہیں نقل و حمل فراہم کیا اور انہیں پہننے کے لیے قمیضیں دیں۔
237,ریلے کے دن خصوصی پولیس یونٹ کی تعداد کتنی تھی؟,ریلے کے دن خصوصی پولیس یونٹ کے ایک ہزار کے قریب اہلکاروں کی تعیناتی کی توقع کی جارہی تھی۔
238,ملاویشیا کے شہری کون سی قومیت کے افراد ہیں؟,ملاویشیا کے شہری ایک جاپانی خاندان کے افراد ہیں۔
238,ملاویشیا میں کیا واقعہ پیش آیا جس میں چینی شہریوں کی مداخلت ہوئی؟,ملاویشیا میں چینی شہریوں کے ایک گروپ نے پلاسٹک کی ہوا سے بھری لاتھیوں سے جاپانی خاندان کے 5 سالہ بچے پر حملہ کیا۔
238,چینی رضاکاروں نے احتجاج کے دوران کیا کیا؟,چینی رضاکاروں نے ریلی میں احتجاج کرنے والے دو ملاویشین کے ساتھ مل کر پلکارڈ کو زبردستی لے لیا۔
238,احتجاج کے دوران کیا واقعہ پیش آیا جس میں ایک ملاویشین کو نقصان پہنچا؟,احتجاج کرنے والے ملاویشین میں سے ایک کو سر میں مارا گیا۔
238,ہندوستانی حکام نے احتجاج کے بعد کیا فیصلہ کیا؟,ہندوستانی حکام نے نئی دہلی میں ریلی کے راستے کو مختصر کرنے کا فیصلہ کیا۔
239,چینی انجیلی جنس کی ریلی کے راستے پر کون سے مقامات خاص طور پر 'نقصان دہ' ہیں؟,چینی انجیلی جنس کی ریلی کے راستے پر ایسے مقامات خاص طور پر 'نقصان دہ' ہیں جو مظاہرین کے لیے مخصوص ہیں۔
239,ہندوستانی سفیر نے کب وزارت خارجہ میں طلب کیا گیا؟,"ہندوستانی سفیر، نیروپاما سین، کو صبح 2 بجے وزارت خارجہ میں طلب کیا گیا۔"
